,x,y,z
278501,320020.0,6398236.0,56.5684
278502,320027.0,6398234.0,57.3537
278503,320026.0,6398232.0,57.1157
278504,320016.0,6398236.0,56.0567
278505,320012.0,6398236.0,55.5451
278506,320008.0,6398236.0,55.0334
278507,320004.0,6398236.0,54.5218
278508,320011.0,6398234.0,55.307
278509,320010.0,6398232.0,55.069
278510,320014.0,6398232.0,55.5807
278511,320017.0,6398230.0,55.8544
278512,320016.0,6398228.0,55.6164
278513,320020.0,6398228.0,56.1281
278514,320023.0,6398226.0,56.4017
278515,320022.0,6398224.0,56.1637
278516,320024.0,6398228.0,56.6397
278517,320025.0,6398230.0,56.8778
278518,320019.0,6398234.0,56.3303
278519,320018.0,6398232.0,56.0924
278520,320022.0,6398232.0,56.604
278521,320025.25,6398220.0,56.5732
278522,320026.75,6398220.25,56.882
278523,320027.0,6398218.25,57.0177
278524,320025.75,6398216.0,56.8448
278525,320027.25,6398216.25,57.1535
278526,320028.25,6398220.5,57.1907
278527,320029.75,6398220.75,57.4995
278528,320027.5,6398214.25,57.2893
278529,320026.25,6398212.0,57.1163
278530,320027.75,6398212.25,57.4251
278531,320028.0,6398210.25,57.5609
278532,320026.75,6398208.0,57.3879
278533,320028.25,6398208.25,57.6967
278534,320029.25,6398212.5,57.7339
278535,320030.75,6398212.75,58.0426
278536,320030.5,6398214.75,57.9068
278537,320031.75,6398217.0,58.0798
278538,320033.25,6398217.25,58.3886
278539,320033.0,6398219.25,58.2528
278540,320034.25,6398221.5,58.4258
278541,320035.75,6398221.75,58.7346
278542,320032.75,6398221.25,58.117
278543,320031.25,6398221.0,57.8083
278544,320028.75,6398216.5,57.4623
278545,320030.25,6398216.75,57.771
278546,320030.0,6398218.75,57.6353
278547,320022.25,6398222.0,56.2995
278548,320019.25,6398224.0,56.0258
278549,320016.25,6398226.0,55.7522
278550,320022.5,6398220.0,56.4353
278551,320022.75,6398218.0,56.5711
278552,320013.25,6398228.0,55.4785
278553,320010.25,6398230.0,55.2048
278554,320007.25,6398232.0,54.9312
278555,320010.5,6398228.0,55.3407
278556,320013.75,6398224.0,55.7501
278557,320017.0,6398220.0,56.1595
278558,320020.25,6398216.0,56.569
278559,320023.5,6398212.0,56.9785
278560,320023.25,6398214.0,56.8427
278561,320023.0,6398216.0,56.7069
278562,320016.5,6398224.0,55.8879
278563,320016.75,6398222.0,56.0238
278564,320019.75,6398220.0,56.2974
280759,320050.25,6397912.5,56.4558
280760,320047.0,6397912.5,56.2337
280761,320048.25,6397911.0,56.4235
280762,320046.25,6397909.5,56.3912
280763,320043.0,6397909.5,56.1691
280764,320044.25,6397908.0,56.3588
280765,320049.5,6397909.5,56.6133
280766,320050.75,6397908.0,56.8031
280767,320052.75,6397909.5,56.8354
280768,320042.25,6397906.5,56.3265
280769,320039.0,6397906.5,56.1044
280770,320040.25,6397905.0,56.2942
280771,320038.25,6397903.5,56.2618
280772,320035.0,6397903.5,56.0397
280773,320036.25,6397902.0,56.2295
280774,320041.5,6397903.5,56.4839
280775,320042.75,6397902.0,56.6738
280776,320044.75,6397903.5,56.7061
280777,320048.0,6397903.5,56.9282
280778,320049.25,6397902.0,57.118
280779,320051.25,6397903.5,57.1503
280780,320054.5,6397903.5,57.3724
280781,320055.75,6397902.0,57.5622
280782,320057.75,6397903.5,57.5945
280783,320053.25,6397905.0,57.1826
280784,320055.25,6397906.5,57.215
280785,320052.0,6397906.5,56.9929
280786,320045.5,6397906.5,56.5487
280787,320046.75,6397905.0,56.7384
280788,320048.75,6397906.5,56.7708
280789,320049.75,6397914.25,56.487
280790,320051.0,6397912.75,56.6767
280791,320052.25,6397911.25,56.8664
280792,320053.5,6397909.75,57.0563
280793,320051.75,6397913.0,56.8976
280794,320052.5,6397913.25,57.1184
280795,320051.25,6397914.75,56.9286
280796,320054.75,6397908.25,57.246
280797,320056.0,6397906.75,57.4358
280798,320057.25,6397905.25,57.6255
280799,320058.5,6397903.75,57.8154
280800,320056.75,6397907.0,57.6567
280801,320057.5,6397907.25,57.8775
280802,320056.25,6397908.75,57.6878
280803,320055.75,6397910.5,57.7188
280804,320056.5,6397910.75,57.9397
280805,320055.25,6397912.25,57.7498
280806,320054.75,6397914.0,57.781
280807,320055.5,6397914.25,58.0018
280808,320054.25,6397915.75,57.812
280809,320054.0,6397913.75,57.5601
280810,320052.75,6397915.25,57.3704
280811,320053.25,6397913.5,57.3392
280812,320054.25,6397910.0,57.2771
280813,320055.0,6397910.25,57.4979
280814,320053.75,6397911.75,57.3082
280815,320049.0,6397916.5,56.3495
280816,320049.75,6397916.75,56.5704
280817,320050.5,6397917.0,56.7913
280818,320051.25,6397917.25,57.0121
280819,320049.75,6397919.25,56.6538
280820,320049.75,6397921.75,56.7374
280821,320049.0,6397921.5,56.5165
280822,320052.0,6397917.5,57.2329
280823,320052.75,6397917.75,57.4538
280824,320053.5,6397918.0,57.6747
280825,320054.25,6397918.25,57.8955
280826,320052.75,6397920.25,57.5372
280827,320052.75,6397922.75,57.6208
280828,320052.0,6397922.5,57.3999
280829,320051.25,6397924.75,57.2626
280830,320051.25,6397927.25,57.346
280831,320050.5,6397927.0,57.1251
280832,320049.75,6397929.25,56.9877
280833,320049.75,6397931.75,57.0713
280834,320049.0,6397931.5,56.8504
280835,320049.75,6397926.75,56.9043
280836,320049.0,6397926.5,56.6834
280837,320049.75,6397924.25,56.8208
280838,320051.25,6397919.75,57.0956
280839,320051.25,6397922.25,57.179
280840,320050.5,6397922.0,56.9582
280841,320047.0,6397914.5,56.2169
280842,320047.0,6397917.0,56.3003
280843,320047.0,6397919.5,56.3838
280844,320047.0,6397922.0,56.4673
280845,320045.0,6397917.5,56.2511
280846,320043.0,6397918.0,56.2019
280847,320043.0,6397915.5,56.1184
280848,320047.0,6397924.5,56.5508
280849,320047.0,6397927.0,56.6342
280850,320047.0,6397929.5,56.7177
280851,320045.0,6397927.5,56.585
280852,320043.0,6397925.5,56.4523
280853,320041.0,6397923.5,56.3196
280854,320039.0,6397921.5,56.1869
280855,320037.0,6397919.5,56.0542
280856,320035.0,6397917.5,55.9215
280857,320039.0,6397919.0,56.1034
280858,320039.0,6397916.5,56.02
280859,320041.0,6397918.5,56.1526
280860,320045.0,6397922.5,56.418
280861,320043.0,6397923.0,56.3688
280862,320043.0,6397920.5,56.2853
280863,320045.0,6397913.0,56.1845
280864,320043.0,6397913.5,56.1353
280865,320041.0,6397914.0,56.0861
280866,320043.0,6397911.5,56.1522
280867,320041.0,6397910.0,56.1199
280868,320039.0,6397914.5,56.0368
280869,320037.0,6397915.0,55.9876
280870,320035.0,6397915.5,55.9384
280871,320035.0,6397913.5,55.9553
280872,320035.0,6397911.5,55.9722
280873,320035.0,6397909.5,55.9891
280874,320035.0,6397907.5,56.006
280875,320035.0,6397905.5,56.0229
280876,320037.0,6397907.0,56.0552
280877,320039.0,6397908.5,56.0875
280878,320039.0,6397912.5,56.0537
280879,320037.0,6397911.0,56.0214
280880,320039.0,6397910.5,56.0706
280881,320056.25,6397915.25,58.1483
280882,320056.75,6397913.5,58.1172
280883,320057.25,6397911.75,58.0861
280884,320057.75,6397910.0,58.055
280885,320058.0,6397912.75,58.2326
280886,320059.25,6397912.0,58.348
280887,320058.75,6397913.75,58.3791
280888,320058.25,6397908.25,58.024
280889,320058.75,6397906.5,57.9929
280890,320059.25,6397904.75,57.9618
280891,320059.75,6397903.0,57.9308
280892,320060.0,6397905.75,58.1083
280893,320061.25,6397905.0,58.2237
280894,320060.75,6397906.75,58.2548
280895,320061.5,6397907.75,58.4013
280896,320062.75,6397907.0,58.5167
280897,320062.25,6397908.75,58.5478
280898,320063.0,6397909.75,58.6943
280899,320064.25,6397909.0,58.8097
280900,320063.75,6397910.75,58.8407
280901,320061.75,6397910.5,58.5788
280902,320061.25,6397912.25,58.6099
280903,320060.5,6397911.25,58.4634
280904,320059.0,6397909.25,58.1704
280905,320060.25,6397908.5,58.2859
280906,320059.75,6397910.25,58.3169
280907,320056.25,6397916.25,58.0537
280908,320057.5,6397915.5,58.1692
280909,320058.75,6397914.75,58.2845
280910,320060.0,6397914.0,58.3999
280911,320058.75,6397915.75,58.19
280912,320060.0,6397916.0,58.2109
280913,320058.75,6397916.75,58.0955
280914,320061.25,6397913.25,58.5154
280915,320062.5,6397912.5,58.6308
280916,320063.75,6397911.75,58.7462
280917,320065.0,6397911.0,58.8616
280918,320063.75,6397912.75,58.6517
280919,320065.0,6397913.0,58.6726
280920,320063.75,6397913.75,58.5572
280921,320063.75,6397914.75,58.4626
280922,320065.0,6397915.0,58.4835
280923,320063.75,6397915.75,58.368
280924,320063.75,6397916.75,58.2735
280925,320065.0,6397917.0,58.2944
280926,320063.75,6397917.75,58.179
280927,320062.5,6397916.5,58.2526
280928,320061.25,6397917.25,58.1373
280929,320061.25,6397916.25,58.2318
280930,320061.25,6397914.25,58.4209
280931,320062.5,6397914.5,58.4417
280932,320061.25,6397915.25,58.3263
280933,320055.5,6397918.5,57.9164
280934,320056.75,6397918.75,57.9372
280935,320058.0,6397919.0,57.9582
280936,320054.75,6397920.75,57.779
280937,320054.0,6397923.0,57.6416
280938,320059.25,6397919.25,57.979
280939,320060.5,6397919.5,57.9998
280940,320061.75,6397919.75,58.0208
280941,320063.0,6397920.0,58.0416
280942,320059.75,6397921.75,57.8625
280943,320059.0,6397924.0,57.7252
280944,320057.75,6397923.75,57.7042
280945,320055.75,6397925.75,57.546
280946,320055.0,6397928.0,57.4086
280947,320053.75,6397927.75,57.3877
280948,320051.75,6397929.75,57.2295
280949,320051.0,6397932.0,57.0921
280950,320052.5,6397927.5,57.3669
280951,320053.25,6397925.25,57.5042
280952,320057.25,6397921.25,57.8207
280953,320056.5,6397923.5,57.6833
280954,320055.25,6397923.25,57.6625
280955,320051.0,6397936.0,56.7765
280956,320049.0,6397938.0,56.5511
280957,320051.0,6397940.0,56.3937
280958,320055.0,6397940.0,56.4615
280959,320053.0,6397942.0,56.2362
280960,320047.0,6397940.0,56.3258
280961,320045.0,6397942.0,56.1004
280962,320055.0,6397944.0,56.0788
280963,320059.0,6397944.0,56.1467
280964,320057.0,6397946.0,55.9213
280965,320059.0,6397948.0,55.7639
280966,320063.0,6397948.0,55.8317
280967,320061.0,6397950.0,55.6064
280968,320055.0,6397948.0,55.696
280969,320053.0,6397950.0,55.4706
280970,320051.0,6397948.0,55.6281
280971,320047.0,6397948.0,55.5602
280972,320045.0,6397950.0,55.3349
280973,320043.0,6397948.0,55.4923
280974,320039.0,6397948.0,55.4244
280975,320037.0,6397950.0,55.1991
280976,320041.0,6397946.0,55.6498
280977,320043.0,6397944.0,55.8752
280978,320051.0,6397944.0,56.0108
280979,320049.0,6397946.0,55.7856
280980,320047.0,6397944.0,55.943
280981,320058.0,6398078.0,53.8208
280982,320058.0,6398076.0,53.6609
280983,320059.0,6398076.0,53.8672
280984,320060.0,6398074.0,53.9137
280985,320060.0,6398072.0,53.7537
280986,320061.0,6398072.0,53.9602
280987,320060.0,6398076.0,54.0736
280988,320061.0,6398076.0,54.28
280989,320060.0,6398078.0,54.2336
280990,320062.0,6398070.0,54.0066
280991,320062.0,6398068.0,53.8466
280992,320063.0,6398068.0,54.053
280993,320064.0,6398066.0,54.0994
280994,320064.0,6398064.0,53.9395
280995,320065.0,6398064.0,54.1459
280996,320064.0,6398068.0,54.2595
280997,320065.0,6398068.0,54.4659
280998,320064.0,6398070.0,54.4194
280999,320064.0,6398072.0,54.5794
281000,320065.0,6398072.0,54.7858
281001,320064.0,6398074.0,54.7393
281002,320064.0,6398076.0,54.8994
281003,320065.0,6398076.0,55.1058
281004,320064.0,6398078.0,55.0593
281005,320063.0,6398076.0,54.6929
281006,320062.0,6398078.0,54.6465
281007,320062.0,6398076.0,54.4865
281008,320062.0,6398072.0,54.1665
281009,320063.0,6398072.0,54.373
281010,320062.0,6398074.0,54.3265
281011,320058.0,6398080.0,53.8216
281012,320059.0,6398080.0,54.028
281013,320060.0,6398080.0,54.2344
281014,320061.0,6398080.0,54.4408
281015,320060.0,6398082.0,54.2352
281016,320061.0,6398084.0,54.4424
281017,320060.0,6398084.0,54.236
281018,320062.0,6398080.0,54.6472
281019,320063.0,6398080.0,54.8537
281020,320064.0,6398080.0,55.0601
281021,320065.0,6398080.0,55.2664
281022,320064.0,6398082.0,55.0608
281023,320065.0,6398084.0,55.268
281024,320064.0,6398084.0,55.0616
281025,320064.0,6398086.0,55.0624
281026,320065.0,6398088.0,55.2696
281027,320064.0,6398088.0,55.0631
281028,320064.0,6398090.0,55.0639
281029,320065.0,6398092.0,55.2711
281030,320064.0,6398092.0,55.0647
281031,320063.0,6398088.0,54.8568
281032,320062.0,6398088.0,54.6503
281033,320062.0,6398086.0,54.6496
281034,320062.0,6398082.0,54.648
281035,320063.0,6398084.0,54.8552
281036,320062.0,6398084.0,54.6488
281037,320056.0,6398080.0,53.5997
281038,320057.0,6398082.0,53.8069
281039,320058.0,6398084.0,54.0141
281040,320059.0,6398086.0,54.2213
281041,320056.0,6398084.0,53.7922
281042,320055.0,6398086.0,53.7775
281043,320054.0,6398084.0,53.5703
281044,320060.0,6398088.0,54.4284
281045,320061.0,6398090.0,54.6356
281046,320062.0,6398092.0,54.8428
281047,320063.0,6398094.0,55.05
281048,320060.0,6398092.0,54.6209
281049,320059.0,6398094.0,54.6062
281050,320058.0,6398092.0,54.399
281051,320056.0,6398092.0,54.1772
281052,320055.0,6398094.0,54.1625
281053,320054.0,6398092.0,53.9553
281054,320052.0,6398092.0,53.7334
281055,320051.0,6398094.0,53.7188
281056,320050.0,6398092.0,53.5116
281057,320053.0,6398090.0,53.7481
281058,320052.0,6398088.0,53.5409
281059,320054.0,6398088.0,53.7628
281060,320058.0,6398088.0,54.2066
281061,320057.0,6398090.0,54.1918
281062,320056.0,6398088.0,53.9847
281063,320054.0,6398078.0,53.5964
281064,320053.0,6398080.0,53.5816
281065,320052.0,6398082.0,53.5669
281066,320051.0,6398084.0,53.5522
281067,320050.0,6398080.0,53.5636
281068,320047.0,6398080.0,53.5455
281069,320048.0,6398078.0,53.5602
281070,320050.0,6398086.0,53.5376
281071,320049.0,6398088.0,53.5229
281072,320048.0,6398090.0,53.5081
281073,320046.0,6398088.0,53.5048
281074,320044.0,6398086.0,53.5014
281075,320042.0,6398084.0,53.4981
281076,320040.0,6398082.0,53.4947
281077,320038.0,6398080.0,53.4913
281078,320036.0,6398078.0,53.4879
281079,320041.0,6398080.0,53.5094
281080,320042.0,6398078.0,53.524
281081,320044.0,6398080.0,53.5275
281082,320048.0,6398084.0,53.5342
281083,320045.0,6398084.0,53.5162
281084,320046.0,6398082.0,53.5308
281085,320055.0,6398076.0,53.6428
281086,320052.0,6398076.0,53.6247
281087,320049.0,6398076.0,53.6067
281088,320056.0,6398074.0,53.6892
281089,320057.0,6398072.0,53.7357
281090,320046.0,6398076.0,53.5885
281091,320043.0,6398076.0,53.5705
281092,320040.0,6398076.0,53.5525
281093,320037.0,6398076.0,53.5344
281094,320044.0,6398074.0,53.617
281095,320045.0,6398072.0,53.6634
281096,320048.0,6398072.0,53.6814
281097,320052.0,6398070.0,53.7459
281098,320053.0,6398068.0,53.7924
281099,320056.0,6398068.0,53.8104
281100,320060.0,6398066.0,53.875
281101,320061.0,6398064.0,53.9214
281102,320059.0,6398068.0,53.8285
281103,320058.0,6398070.0,53.7821
281104,320050.0,6398074.0,53.6531
281105,320051.0,6398072.0,53.6995
281106,320054.0,6398072.0,53.7176
281107,320050.5,6398096.5,53.9263
281108,320052.5,6398096.5,54.1482
281109,320054.5,6398096.5,54.37
281110,320056.5,6398096.5,54.5919
281111,320054.0,6398099.0,54.5776
281112,320055.5,6398101.5,55.007
281113,320053.5,6398101.5,54.7851
281114,320058.5,6398096.5,54.8138
281115,320060.5,6398096.5,55.0356
281116,320062.5,6398096.5,55.2575
281117,320064.5,6398096.5,55.4795
281118,320062.0,6398099.0,55.4651
281119,320063.5,6398101.5,55.8946
281120,320061.5,6398101.5,55.6726
281121,320061.0,6398104.0,55.8802
281122,320062.5,6398106.5,56.3097
281123,320060.5,6398106.5,56.0877
281124,320060.0,6398109.0,56.2953
281125,320061.5,6398111.5,56.7248
281126,320059.5,6398111.5,56.5028
281127,320058.5,6398106.5,55.8658
281128,320056.5,6398106.5,55.644
281129,320057.0,6398104.0,55.4364
281130,320058.0,6398099.0,55.0213
281131,320059.5,6398101.5,55.4507
281132,320057.5,6398101.5,55.2289
281133,320051.0,6398141.0,56.9258
281134,320049.0,6398140.5,56.0612
281135,320051.0,6398139.5,56.7753
281136,320051.0,6398138.0,56.6247
281137,320049.0,6398137.5,55.7602
281138,320051.0,6398136.5,56.4742
281139,320053.0,6398138.5,57.4893
281140,320055.0,6398137.5,58.2034
281141,320055.0,6398139.0,58.354
281142,320051.0,6398135.0,56.3237
281143,320049.0,6398134.5,55.459
281144,320051.0,6398133.5,56.1731
281145,320051.0,6398132.0,56.0225
281146,320049.0,6398131.5,55.158
281147,320051.0,6398130.5,55.872
281148,320053.0,6398132.5,56.8871
281149,320055.0,6398131.5,57.6012
281150,320055.0,6398133.0,57.7518
281151,320057.0,6398133.5,58.6163
281152,320059.0,6398132.5,59.3304
281153,320059.0,6398134.0,59.4809
281154,320061.0,6398134.5,60.3456
281155,320063.0,6398133.5,61.0596
281156,320063.0,6398135.0,61.2102
281157,320059.0,6398135.5,59.6315
281158,320059.0,6398137.0,59.7821
281159,320057.0,6398136.5,58.9174
281160,320053.0,6398135.5,57.1882
281161,320055.0,6398134.5,57.9023
281162,320055.0,6398136.0,58.0528
281163,320051.0,6398142.0,56.9732
281164,320053.0,6398141.0,57.6872
281165,320055.0,6398140.0,58.4013
281166,320057.0,6398139.0,59.1153
281167,320055.0,6398141.0,58.4486
281168,320057.0,6398141.0,59.21
281169,320055.0,6398142.0,58.4959
281170,320059.0,6398138.0,59.8294
281171,320061.0,6398137.0,60.5434
281172,320063.0,6398136.0,61.2575
281173,320065.0,6398135.0,61.9715
281174,320063.0,6398137.0,61.3049
281175,320065.0,6398137.0,62.0663
281176,320063.0,6398138.0,61.3522
281177,320063.0,6398139.0,61.3995
281178,320065.0,6398139.0,62.1609
281179,320063.0,6398140.0,61.4468
281180,320063.0,6398141.0,61.4941
281181,320065.0,6398141.0,62.2555
281182,320063.0,6398142.0,61.5415
281183,320061.0,6398141.0,60.7327
281184,320059.0,6398142.0,60.0187
281185,320059.0,6398141.0,59.9714
281186,320059.0,6398139.0,59.8768
281187,320061.0,6398139.0,60.6381
281188,320059.0,6398140.0,59.924
281189,320047.0,6398142.0,55.8997
281190,320047.0,6398140.5,55.7491
281191,320045.0,6398140.5,55.437
281192,320043.0,6398142.0,55.2754
281193,320043.0,6398140.5,55.1248
281194,320047.0,6398139.0,55.5985
281195,320047.0,6398137.5,55.448
281196,320041.0,6398140.5,54.8128
281197,320039.0,6398142.0,54.6512
281198,320039.0,6398140.5,54.5006
281199,320037.0,6398140.5,54.1885
281200,320035.0,6398142.0,54.027
281201,320035.0,6398140.5,53.8764
281202,320039.0,6398139.0,54.3501
281203,320039.0,6398137.5,54.1995
281204,320041.0,6398137.5,54.5117
281205,320043.0,6398136.0,54.6732
281206,320043.0,6398134.5,54.5227
281207,320045.0,6398134.5,54.8347
281208,320047.0,6398133.0,54.9963
281209,320047.0,6398131.5,54.8458
281210,320047.0,6398134.5,55.1469
281211,320047.0,6398136.0,55.2974
281212,320043.0,6398139.0,54.9743
281213,320043.0,6398137.5,54.8237
281214,320045.0,6398137.5,55.1358
281215,320057.5,6398124.5,57.3072
281216,320056.0,6398126.5,57.0666
281217,320056.5,6398125.0,57.013
281218,320055.5,6398125.5,56.7188
281219,320054.0,6398127.5,56.4782
281220,320054.5,6398126.0,56.4247
281221,320057.0,6398123.5,56.9594
281222,320057.5,6398122.0,56.9059
281223,320058.5,6398121.5,57.2001
281224,320053.5,6398126.5,56.1306
281225,320052.0,6398128.5,55.8899
281226,320052.5,6398127.0,55.8363
281227,320051.5,6398127.5,55.5422
281228,320050.0,6398129.5,55.3016
281229,320050.5,6398128.0,55.248
281230,320053.0,6398125.5,55.7828
281231,320053.5,6398124.0,55.7292
281232,320054.5,6398123.5,56.0234
281233,320056.0,6398121.5,56.264
281234,320056.5,6398120.0,56.2104
281235,320057.5,6398119.5,56.5047
281236,320059.0,6398117.5,56.7452
281237,320059.5,6398116.0,56.6917
281238,320060.5,6398115.5,56.9858
281239,320058.5,6398119.0,56.7988
281240,320059.5,6398118.5,57.0929
281241,320058.0,6398120.5,56.8523
281242,320055.0,6398124.5,56.3711
281243,320055.5,6398123.0,56.3176
281244,320056.5,6398122.5,56.6117
281245,320058.0,6398125.0,57.7051
281246,320058.5,6398123.5,57.6515
281247,320059.0,6398122.0,57.5979
281248,320059.5,6398120.5,57.5443
281249,320059.5,6398122.5,57.9958
281250,320060.5,6398121.5,58.3401
281251,320060.0,6398123.0,58.3937
281252,320060.0,6398119.0,57.4908
281253,320060.5,6398117.5,57.4372
281254,320061.0,6398116.0,57.3837
281255,320061.5,6398114.5,57.3302
281256,320061.5,6398116.5,57.7815
281257,320062.5,6398115.5,58.1259
281258,320062.0,6398117.0,58.1794
281259,320062.5,6398117.5,58.5772
281260,320063.5,6398116.5,58.9216
281261,320063.0,6398118.0,58.9751
281262,320063.5,6398118.5,59.373
281263,320064.5,6398117.5,59.7173
281264,320064.0,6398119.0,59.7709
281265,320062.5,6398119.5,59.0287
281266,320062.0,6398121.0,59.0823
281267,320061.5,6398120.5,58.6844
281268,320060.5,6398119.5,57.8886
281269,320061.5,6398118.5,58.2329
281270,320061.0,6398120.0,58.2865
281271,320058.0,6398127.0,57.9312
281272,320059.0,6398126.0,58.2755
281273,320060.0,6398125.0,58.6198
281274,320061.0,6398124.0,58.9641
281275,320060.0,6398127.0,58.8459
281276,320061.0,6398128.0,59.4164
281277,320060.0,6398129.0,59.0721
281278,320062.0,6398123.0,59.3084
281279,320063.0,6398122.0,59.6527
281280,320064.0,6398121.0,59.997
281281,320065.0,6398120.0,60.3413
281282,320064.0,6398123.0,60.2231
281283,320065.0,6398124.0,60.7935
281284,320064.0,6398125.0,60.4492
281285,320064.0,6398127.0,60.6754
281286,320065.0,6398128.0,61.2458
281287,320064.0,6398129.0,60.9016
281288,320064.0,6398131.0,61.1277
281289,320065.0,6398132.0,61.6981
281290,320064.0,6398133.0,61.3538
281291,320063.0,6398130.0,60.5573
281292,320062.0,6398131.0,60.213
281293,320062.0,6398129.0,59.9868
281294,320062.0,6398125.0,59.5345
281295,320063.0,6398126.0,60.1049
281296,320062.0,6398127.0,59.7607
281297,320057.0,6398127.5,57.637
281298,320058.0,6398128.5,58.2075
281299,320059.0,6398129.5,58.7779
281300,320056.0,6398128.0,57.3428
281301,320055.0,6398128.5,57.0487
281302,320060.0,6398130.5,59.3483
281303,320061.0,6398131.5,59.9188
281304,320062.0,6398132.5,60.4892
281305,320060.0,6398132.0,59.6245
281306,320058.0,6398131.5,58.7599
281307,320056.0,6398131.0,57.8954
281308,320054.0,6398130.5,57.0308
281309,320052.0,6398130.0,56.1661
281310,320053.0,6398129.5,56.4603
281311,320054.0,6398129.0,56.7545
281312,320058.0,6398130.0,58.4837
281313,320057.0,6398130.5,58.1895
281314,320056.0,6398129.5,57.6191
281315,320049.0,6398125.5,54.8186
281316,320050.5,6398123.5,55.0592
281317,320050.5,6398119.0,54.8703
281318,320049.0,6398116.5,54.4409
281319,320050.5,6398114.5,54.6815
281320,320052.0,6398121.5,55.2998
281321,320053.5,6398119.5,55.5404
281322,320050.5,6398110.0,54.4927
281323,320049.0,6398107.5,54.0633
281324,320050.5,6398105.5,54.3039
281325,320050.5,6398101.0,54.1151
281326,320049.0,6398098.5,53.6857
281327,320052.0,6398103.5,54.5445
281328,320053.5,6398106.0,54.9739
281329,320055.0,6398108.5,55.4034
281330,320056.5,6398111.0,55.8328
281331,320058.0,6398113.5,56.2622
281332,320056.5,6398115.5,56.0217
281333,320055.0,6398117.5,55.781
281334,320052.0,6398112.5,54.9221
281335,320053.5,6398110.5,55.1628
281336,320053.5,6398115.0,55.3516
281337,320047.0,6398127.0,54.657
281338,320045.0,6398128.5,54.4954
281339,320043.0,6398130.0,54.3338
281340,320047.0,6398122.5,54.4681
281341,320047.0,6398118.0,54.2794
281342,320041.0,6398131.5,54.1723
281343,320039.0,6398133.0,54.0107
281344,320037.0,6398134.5,53.8492
281345,320039.0,6398128.5,53.8219
281346,320041.0,6398122.5,53.7947
281347,320043.0,6398116.5,53.7674
281348,320045.0,6398110.5,53.7402
281349,320047.0,6398104.5,53.713
281350,320047.0,6398109.0,53.9017
281351,320047.0,6398113.5,54.0906
281352,320043.0,6398125.5,54.1451
281353,320043.0,6398121.0,53.9563
281354,320045.0,6398119.5,54.1178
281355,320049.0,6398156.0,57.5788
281356,320047.0,6398154.0,57.0714
281357,320045.0,6398152.0,56.564
281358,320043.0,6398150.0,56.0566
281359,320047.0,6398152.0,56.8761
281360,320047.0,6398150.0,56.6808
281361,320049.0,6398152.0,57.1882
281362,320041.0,6398148.0,55.5492
281363,320039.0,6398146.0,55.0418
281364,320037.0,6398144.0,54.5344
281365,320039.0,6398144.0,54.8465
281366,320041.0,6398144.0,55.1586
281367,320043.0,6398144.0,55.4707
281368,320045.0,6398144.0,55.7828
281369,320047.0,6398144.0,56.0949
281370,320049.0,6398144.0,56.4071
281371,320047.0,6398146.0,56.2902
281372,320049.0,6398148.0,56.7976
281373,320047.0,6398148.0,56.4855
281374,320043.0,6398148.0,55.8613
281375,320043.0,6398146.0,55.666
281376,320045.0,6398148.0,56.1734
281377,320051.0,6398156.0,58.3402
281378,320051.0,6398154.0,58.1449
281379,320051.0,6398152.0,57.9496
281380,320051.0,6398150.0,57.7543
281381,320053.0,6398152.0,58.711
281382,320055.0,6398150.0,59.2771
281383,320055.0,6398152.0,59.4724
281384,320051.0,6398148.0,57.559
281385,320051.0,6398146.0,57.3637
281386,320051.0,6398144.0,57.1684
281387,320053.0,6398144.0,57.9298
281388,320055.0,6398144.0,58.6912
281389,320057.0,6398144.0,59.4526
281390,320059.0,6398144.0,60.214
281391,320061.0,6398144.0,60.9754
281392,320063.0,6398144.0,61.7368
281393,320059.0,6398146.0,60.4093
281394,320059.0,6398148.0,60.6046
281395,320057.0,6398148.0,59.8432
281396,320053.0,6398148.0,58.3204
281397,320055.0,6398146.0,58.8865
281398,320055.0,6398148.0,59.0818
281399,320051.0,6398158.0,58.5257
281400,320053.0,6398156.0,59.0918
281401,320055.0,6398154.0,59.6579
281402,320057.0,6398152.0,60.224
281403,320055.0,6398156.0,59.8434
281404,320057.0,6398156.0,60.5951
281405,320055.0,6398158.0,60.029
281406,320059.0,6398150.0,60.7901
281407,320061.0,6398148.0,61.3562
281408,320063.0,6398146.0,61.9223
281409,320065.0,6398144.0,62.4884
281410,320063.0,6398148.0,62.1078
281411,320065.0,6398148.0,62.8595
281412,320063.0,6398150.0,62.2934
281413,320063.0,6398152.0,62.4789
281414,320065.0,6398152.0,63.2305
281415,320063.0,6398154.0,62.6644
281416,320063.0,6398156.0,62.8499
281417,320065.0,6398156.0,63.6015
281418,320063.0,6398158.0,63.0354
281419,320061.0,6398156.0,62.0983
281420,320059.0,6398158.0,61.5322
281421,320059.0,6398156.0,61.3467
281422,320059.0,6398152.0,60.9756
281423,320061.0,6398152.0,61.7272
281424,320059.0,6398154.0,61.1611
281425,320042.0,6398182.0,60.9874
281426,320040.5,6398181.5,60.1637
281427,320041.5,6398181.5,60.5437
281428,320041.0,6398181.0,60.0999
281429,320039.5,6398180.5,59.2761
281430,320040.5,6398180.5,59.6561
281431,320042.5,6398181.5,60.9237
281432,320043.5,6398181.5,61.3037
281433,320044.0,6398182.0,61.7475
281434,320040.0,6398180.0,59.2123
