,x,y,z
44847,319853.0,6398062.0,59.0941
44848,319861.0,6398070.0,59.042
44850,319869.0,6398078.0,58.99
44851,319855.0,6398073.0,58.7681
44866,319853.0,6398078.0,58.7119
44871,319865.0,6398086.0,58.9833
44872,319861.0,6398094.0,58.9766
44873,319857.0,6398102.0,58.9699
44875,319853.0,6398110.0,58.9632
44884,319853.0,6398118.0,58.266
44885,319853.0,6398126.0,57.5688
44886,319853.0,6398134.0,56.8715
44888,319853.0,6398142.0,56.1743
44965,319857.0,6398150.0,56.1334
44966,319861.0,6398158.0,56.0926
44967,319865.0,6398166.0,56.0517
44968,319853.0,6398170.0,56.2336
44969,319869.0,6398174.0,56.0108
44970,319857.0,6398178.0,56.1927
44974,319851.0,6398184.0,56.2082
44975,319863.0,6398180.0,56.0263
44976,319857.0,6398186.0,56.0417
44977,319851.0,6398192.0,56.0571
46243,319851.5,6397853.5,48.6153
46249,319855.5,6397851.5,48.5139
46250,319857.0,6397854.0,48.3871
46251,319853.0,6397856.0,48.4885
46255,319851.5,6397859.0,48.5072
46256,319855.5,6397857.0,48.4058
46257,319854.0,6397860.0,48.4246
46258,319852.5,6397863.0,48.4433
46259,319850.0,6397862.0,48.5259
46260,319851.0,6397866.0,48.4621
46266,319851.5,6397867.0,48.6246
46267,319852.0,6397868.0,48.7871
46268,319852.5,6397869.0,48.9497
46269,319849.5,6397867.0,48.8698
46270,319853.0,6397870.0,49.1122
46271,319850.0,6397868.0,49.0323
46276,319851.0,6397874.0,49.0505
46456,319850.0,6397918.0,56.241
46458,319853.0,6397918.0,57.1318
46459,319850.0,6397919.0,56.3328
46462,319851.0,6397920.0,56.3868
46480,319850.5,6397916.0,56.0762
46502,319850.0,6397900.0,53.7178
46503,319851.0,6397906.0,54.8558
46504,319852.0,6397912.0,55.9938
46505,319849.5,6397910.0,54.9382
46554,319850.0,6397935.0,56.2972
46555,319851.0,6397936.0,57.5751
46556,319852.0,6397937.0,58.853
46557,319849.5,6397938.0,58.025
46558,319853.0,6397938.0,60.1309
46559,319850.5,6397939.0,59.3029
46563,319850.5,6397942.0,59.2931
46564,319853.0,6397941.0,60.1212
46565,319853.0,6397944.0,60.1114
46566,319853.0,6397947.0,60.1017
46567,319850.5,6397945.0,59.2834
46568,319853.0,6397950.0,60.0919
46569,319850.5,6397948.0,59.2736
46586,319851.0,6397957.0,60.216
46610,319851.0,6397993.0,60.4418
46612,319853.0,6397998.0,60.393
46613,319850.0,6397995.0,60.3726
46739,319853.0,6398014.0,59.4962
46740,319853.0,6398006.0,59.9446
46741,319857.0,6398002.0,60.0855
46742,319861.0,6398006.0,59.778
46743,319865.0,6398010.0,59.4706
46744,319857.0,6398010.0,59.6371
46745,319869.0,6398014.0,59.1631
46746,319861.0,6398014.0,59.3296
46748,319853.0,6398022.0,59.3384
46749,319861.0,6398022.0,59.1718
46750,319853.0,6398030.0,59.1806
46763,319857.0,6398042.0,59.2622
46764,319861.0,6398054.0,59.3438
46765,319865.0,6398034.0,59.2534
46766,319873.0,6398026.0,59.2447
46767,319877.0,6398038.0,59.3263
46768,319881.0,6398050.0,59.4079
46769,319869.0,6398046.0,59.335
46770,319885.0,6398062.0,59.4894
46771,319873.0,6398058.0,59.4166
46772,319857.0,6398058.0,59.2189
46773,319869.0,6398062.0,59.2918
46774,319881.0,6398066.0,59.3646
46775,319877.0,6398070.0,59.2397
46776,319873.0,6398074.0,59.1149
46777,319865.0,6398066.0,59.1669
46815,319852.0,6398210.0,54.5098
46817,319856.5,6398212.0,54.8876
46818,319852.5,6398212.0,54.4984
46819,319861.0,6398214.0,55.2653
46820,319857.0,6398214.0,54.8762
46821,319853.0,6398214.0,54.4871
46827,319853.0,6398206.0,55.6689
46828,319857.0,6398210.0,55.4671
46829,319852.5,6398208.0,55.0894
48264,319857.0,6397866.0,50.6036
48265,319858.0,6397866.0,51.1822
48266,319858.0,6397867.0,51.2789
48267,319859.0,6397866.0,51.7608
48268,319859.0,6397867.0,51.8575
48269,319859.0,6397868.0,51.9543
48270,319860.0,6397866.0,52.3394
48271,319860.0,6397867.0,52.4362
48272,319861.0,6397866.0,52.918
48273,319861.0,6397867.0,53.0148
48274,319861.0,6397868.0,53.1115
48275,319861.0,6397869.0,53.2083
48276,319860.0,6397868.0,52.5329
48277,319861.0,6397870.0,53.3051
48278,319860.0,6397869.0,52.6297
48279,319856.0,6397867.0,50.2307
48280,319857.0,6397868.0,50.9061
48281,319855.0,6397868.0,49.8579
48282,319858.0,6397869.0,51.5815
48283,319859.0,6397870.0,52.2569
48284,319857.0,6397870.0,51.2086
48285,319855.0,6397870.0,50.1604
48286,319856.0,6397869.0,50.5333
48287,319854.0,6397869.0,49.485
48288,319855.5,6397866.0,50.0682
48289,319854.5,6397867.0,49.6954
48290,319854.0,6397866.0,49.5328
48291,319853.5,6397868.0,49.3225
48292,319853.0,6397867.0,49.16
48293,319852.5,6397866.0,48.9974
48294,319857.0,6397863.0,50.0494
48295,319855.5,6397863.0,49.5141
48296,319857.0,6397860.0,49.4953
48297,319854.0,6397863.0,48.9787
48298,319855.5,6397860.0,48.9599
48299,319857.0,6397857.0,48.9412
48300,319858.0,6397864.0,50.8054
48301,319858.0,6397861.0,50.2513
48302,319859.0,6397862.0,51.0072
48303,319858.0,6397858.0,49.6972
48304,319858.0,6397855.0,49.143
48305,319859.0,6397856.0,49.899
48306,319860.0,6397857.0,50.655
48307,319859.0,6397859.0,50.4531
48308,319861.0,6397858.0,51.4109
48309,319860.0,6397860.0,51.2091
48310,319859.0,6397864.0,51.384
48311,319860.0,6397862.0,51.5858
48312,319861.0,6397860.0,51.7877
48313,319861.0,6397862.0,52.1645
48314,319861.0,6397864.0,52.5412
48315,319860.0,6397864.0,51.9626
48316,319864.0,6397868.0,54.19
48317,319867.0,6397870.0,55.462
48318,319864.0,6397869.0,54.2868
48319,319870.0,6397872.0,56.734
48320,319867.0,6397871.0,55.5588
48321,319873.0,6397874.0,58.006
48322,319870.0,6397873.0,56.8307
48323,319867.0,6397872.0,55.6555
48324,319864.0,6397871.0,54.4803
48325,319864.0,6397870.0,54.3835
48326,319859.0,6397853.0,49.1519
48328,319861.0,6397852.0,49.9166
48335,319863.0,6397851.0,50.6814
48336,319852.0,6397874.0,49.7733
48337,319854.0,6397874.0,50.8215
48338,319851.0,6397878.0,50.4345
48339,319856.0,6397874.0,51.8698
48340,319858.0,6397874.0,52.918
48341,319855.0,6397878.0,52.5309
48342,319852.0,6397882.0,52.1438
48343,319853.0,6397878.0,51.4827
48345,319850.0,6397882.0,51.0956
48346,319850.0,6397878.0,49.7116
48358,319854.0,6397892.0,53.9527
48359,319854.0,6397890.0,53.747
48360,319859.0,6397890.0,55.3257
48361,319854.0,6397888.0,53.5412
48362,319854.0,6397886.0,53.3354
48363,319859.0,6397886.0,54.9141
48364,319864.0,6397886.0,56.4928
48365,319859.0,6397888.0,55.1199
48366,319869.0,6397886.0,58.0715
48367,319864.0,6397888.0,56.6986
48368,319858.0,6397913.0,57.8453
48369,319857.0,6397907.0,56.7072
48370,319863.0,6397908.0,58.5587
48371,319856.0,6397901.0,55.5692
48372,319855.0,6397895.0,54.4312
48373,319861.0,6397896.0,56.2827
48374,319867.0,6397897.0,58.1341
48375,319862.0,6397902.0,57.4207
48376,319873.0,6397898.0,59.9856
48377,319868.0,6397903.0,59.2721
48378,319855.0,6397920.0,57.889
48379,319853.0,6397919.0,57.2343
48380,319857.0,6397922.0,58.6462
48381,319855.0,6397921.0,57.9915
48382,319853.0,6397920.0,57.3368
48383,319859.0,6397924.0,59.4034
48384,319857.0,6397923.0,58.7487
48385,319861.0,6397926.0,60.1606
48386,319859.0,6397925.0,59.5059
48387,319857.0,6397924.0,58.8512
48388,319855.0,6397923.0,58.1965
48389,319855.0,6397922.0,58.094
48390,319853.0,6397922.0,57.5418
48391,319853.0,6397921.0,57.4393
48392,319851.0,6397921.0,56.4893
48393,319851.0,6397922.0,56.5919
48394,319851.0,6397923.0,56.6944
48401,319851.0,6397924.0,56.2736
48402,319853.0,6397923.0,57.1211
48403,319853.0,6397924.0,56.7004
48404,319853.0,6397925.0,56.2796
48405,319851.0,6397925.0,55.8529
48406,319853.0,6397926.0,55.8589
48407,319851.0,6397926.0,55.4321
48411,319851.0,6397927.0,55.1941
48412,319853.0,6397927.0,55.6209
48413,319853.0,6397928.0,55.3829
48414,319853.0,6397929.0,55.1449
48415,319851.0,6397928.0,54.9561
48416,319853.0,6397930.0,54.9068
48417,319851.0,6397929.0,54.7181
48419,319850.0,6397930.0,54.7462
48420,319852.0,6397931.0,54.935
48421,319851.0,6397932.0,54.9631
48422,319850.0,6397933.0,54.9912
48424,319855.0,6397926.0,56.9343
48425,319855.0,6397925.0,57.355
48426,319857.0,6397926.0,58.0097
48427,319855.0,6397924.0,57.7758
48428,319857.0,6397925.0,58.4305
48429,319859.0,6397926.0,59.0851
48430,319855.0,6397927.0,56.6963
48431,319857.0,6397927.0,57.7717
48432,319859.0,6397927.0,58.8471
48433,319857.0,6397928.0,57.5337
48434,319855.0,6397929.0,56.2203
48435,319855.0,6397928.0,56.4583
48436,319863.0,6397932.0,60.2762
48437,319859.0,6397929.0,60.1532
48438,319865.0,6397938.0,60.3918
48439,319861.0,6397935.0,60.2688
48440,319857.0,6397932.0,60.1457
48441,319867.0,6397944.0,60.5074
48442,319863.0,6397941.0,60.3844
48443,319869.0,6397950.0,60.623
48444,319865.0,6397947.0,60.5
48445,319861.0,6397944.0,60.377
48446,319857.0,6397941.0,60.2539
48447,319859.0,6397938.0,60.2614
48448,319855.0,6397935.0,60.1383
48449,319857.0,6397930.0,58.8397
48450,319855.0,6397933.0,58.8323
48451,319853.0,6397936.0,58.8249
48452,319853.0,6397934.0,57.5189
48453,319853.0,6397932.0,56.2129
48454,319855.0,6397931.0,57.5263
48455,319852.5,6397937.0,58.8963
48456,319852.0,6397936.0,57.6616
48457,319852.5,6397935.0,57.5903
48458,319851.5,6397935.0,56.427
48459,319852.0,6397934.0,56.3556
48460,319851.0,6397934.0,55.1923
48461,319851.5,6397933.0,55.121
48462,319852.0,6397932.0,55.0496
48463,319852.5,6397931.0,54.9782
48464,319852.5,6397933.0,56.2842
48465,319857.0,6397944.0,60.2442
48466,319861.0,6397947.0,60.3672
48467,319865.0,6397950.0,60.4902
48468,319861.0,6397950.0,60.3574
48469,319857.0,6397950.0,60.2247
48470,319857.0,6397947.0,60.2344
48471,319851.5,6397936.0,57.6184
48472,319850.5,6397935.0,56.3405
48473,319849.5,6397934.0,55.0626
48474,319850.0,6397934.0,55.1058
48475,319850.5,6397934.0,55.1491
48476,319851.0,6397935.0,56.3837
48477,319850.5,6397933.0,55.0345
48478,319851.5,6397932.0,55.0063
48479,319851.0,6397933.0,55.0777
48480,319857.0,6397958.0,60.4684
48481,319861.0,6397966.0,60.8449
48482,319855.0,6397965.0,60.5925
48483,319865.0,6397974.0,61.2214
48484,319859.0,6397973.0,60.969
48485,319869.0,6397982.0,61.5979
48486,319863.0,6397981.0,61.3455
48487,319857.0,6397980.0,61.0931
48488,319851.0,6397979.0,60.8408
48489,319853.0,6397972.0,60.7166
48490,319857.0,6397994.0,60.6942
48491,319855.0,6397989.0,60.7431
48492,319861.0,6397990.0,60.9954
48493,319853.0,6397984.0,60.7919
48494,319859.0,6397985.0,61.0443
48495,319865.0,6397986.0,61.2967
48496,319863.0,6398204.0,55.4517
48497,319859.0,6398200.0,55.6535
48498,319865.0,6398194.0,55.6381
48499,319855.0,6398196.0,55.8553
48500,319861.0,6398190.0,55.8399
48501,319867.0,6398184.0,55.8245
48502,319870.5,6398207.5,55.0334
48503,319872.5,6398197.5,55.2197
48504,319880.0,6398201.0,54.8014
48505,319874.5,6398187.5,55.4061
48506,319876.5,6398177.5,55.5925
48507,319884.0,6398181.0,55.1742
48508,319891.5,6398184.5,54.7559
48509,319882.0,6398191.0,54.9878
48510,319899.0,6398188.0,54.3375
48511,319889.5,6398194.5,54.5695
48514,319853.0,6398222.0,55.4799
48516,319853.0,6398218.0,54.9835
48517,319857.0,6398218.0,55.3726
48518,319851.0,6398236.0,55.5515
48519,319857.0,6398242.0,55.4083
48520,319853.0,6398246.0,55.6827
48521,319863.0,6398248.0,55.2652
49323,319865.0,6397858.0,52.8894
49324,319868.0,6397860.5,53.4042
49325,319864.0,6397860.0,52.8966
49326,319871.0,6397863.0,53.919
49327,319867.0,6397862.5,53.4114
49328,319863.0,6397862.0,52.9037
49329,319874.0,6397865.5,54.4338
49330,319870.0,6397865.0,53.9261
49331,319877.0,6397868.0,54.9485
49332,319873.0,6397867.5,54.4409
49333,319869.0,6397867.0,53.9333
49334,319865.0,6397866.5,53.4256
49335,319866.0,6397864.5,53.4185
49336,319862.0,6397864.0,52.9109
49337,319864.0,6397858.0,52.5198
49338,319863.0,6397860.0,52.5269
49339,319863.0,6397858.0,52.1502
49340,319862.0,6397862.0,52.5341
49341,319862.0,6397860.0,52.1573
49342,319862.0,6397858.0,51.7805
49343,319865.0,6397857.0,52.7832
49344,319864.0,6397857.0,52.4135
49345,319865.0,6397856.0,52.6769
49346,319863.0,6397857.0,52.0439
49347,319862.0,6397857.0,51.6743
49348,319863.0,6397856.0,51.9376
49349,319864.0,6397855.0,52.201
49350,319864.0,6397856.0,52.3073
49351,319865.0,6397854.0,52.4643
49352,319865.0,6397855.0,52.5706
49353,319869.5,6397856.0,53.0445
49354,319869.5,6397855.0,52.9383
49355,319874.0,6397854.0,53.1996
49356,319869.5,6397854.0,52.832
49357,319869.5,6397853.0,52.7257
49358,319874.0,6397852.0,52.9871
49359,319878.5,6397851.0,53.2485
49360,319874.0,6397853.0,53.0934
49362,319878.5,6397852.0,53.3547
49363,319865.0,6397853.0,52.2098
49364,319867.0,6397852.0,52.2927
49365,319865.0,6397852.0,51.9553
49366,319867.0,6397851.0,52.0382
49368,319865.0,6397851.0,51.7007
49372,319871.5,6397851.0,52.5541
49378,319863.0,6397854.0,51.445
49379,319862.0,6397855.0,51.1817
49380,319861.0,6397854.0,50.4257
49381,319861.0,6397856.0,50.9183
49382,319860.0,6397855.0,50.1624
49383,319859.0,6397854.0,49.4064
49384,319863.0,6397853.0,51.1905
49385,319861.0,6397853.0,50.1712
49386,319863.0,6397852.0,50.936
49387,319877.0,6397870.5,55.9081
49388,319876.0,6397869.5,55.7129
49389,319877.0,6397873.0,56.8676
49390,319876.0,6397872.0,56.6724
49391,319875.0,6397871.0,56.4773
49392,319877.0,6397875.5,57.8271
49393,319876.0,6397874.5,57.6319
49394,319877.0,6397878.0,58.7866
49395,319876.0,6397877.0,58.5914
49396,319875.0,6397876.0,58.3963
49397,319874.0,6397875.0,58.2011
49398,319875.0,6397873.5,57.4368
49399,319874.0,6397872.5,57.2416
49400,319872.0,6397869.0,55.2053
49401,319871.0,6397870.5,55.9696
49402,319868.0,6397868.5,54.6976
49403,319869.0,6397884.0,57.8596
49404,319864.0,6397884.0,56.2809
49405,319869.0,6397882.0,57.6477
49406,319859.0,6397884.0,54.7022
49407,319854.0,6397884.0,53.1235
49408,319859.0,6397882.0,54.4903
49409,319864.0,6397880.0,55.8571
49410,319864.0,6397882.0,56.069
49411,319869.0,6397878.0,57.2239
49412,319869.0,6397880.0,57.4358
49413,319871.0,6397884.0,58.2503
49414,319871.0,6397882.0,58.0384
49415,319873.0,6397882.0,58.4291
49416,319871.0,6397880.0,57.8265
49417,319871.0,6397878.0,57.6146
49418,319873.0,6397878.0,58.0052
49419,319875.0,6397878.0,58.3959
49420,319873.0,6397880.0,58.2172
49421,319875.0,6397880.0,58.6078
49422,319867.0,6397876.0,56.2442
49423,319870.0,6397877.0,57.4194
49424,319865.0,6397874.0,55.2645
49425,319868.0,6397875.0,56.4397
49426,319871.0,6397876.0,57.6149
49427,319863.0,6397872.0,54.2848
49428,319866.0,6397873.0,55.46
49429,319869.0,6397874.0,56.6352
49430,319872.0,6397875.0,57.8105
49431,319872.0,6397877.0,57.8101
49432,319873.0,6397876.0,58.0056
49433,319874.0,6397877.0,58.2008
49434,319862.0,6397878.0,54.8774
49435,319857.0,6397880.0,53.5106
49436,319860.0,6397876.0,53.8977
49437,319872.0,6397895.0,59.5071
49438,319866.0,6397894.0,57.6556
49439,319871.0,6397892.0,59.0285
49440,319860.0,6397893.0,55.8042
49441,319865.0,6397891.0,57.1771
49442,319870.0,6397889.0,58.55
49443,319874.0,6397893.0,59.6858
49444,319873.0,6397890.0,59.2073
49445,319875.0,6397888.0,59.3861
49446,319872.0,6397887.0,58.7288
49447,319874.0,6397885.0,58.9076
49448,319876.0,6397883.0,59.0863
49449,319878.0,6397894.0,59.7631
49450,319879.0,6397889.0,59.4633
49451,319883.0,6397890.0,59.5406
49452,319880.0,6397884.0,59.1636
49453,319881.0,6397879.0,58.8639
49454,319885.0,6397880.0,58.9411
49455,319889.0,6397881.0,59.0184
49456,319884.0,6397885.0,59.2409
49457,319893.0,6397882.0,59.0957
49458,319888.0,6397886.0,59.3181
49459,319869.0,6397918.0,60.7565
49460,319867.0,6397920.0,60.6075
49461,319865.0,6397918.0,59.8503
49462,319865.0,6397922.0,60.4585
49463,319863.0,6397920.0,59.7013
49464,319861.0,6397918.0,58.9441
49465,319863.0,6397924.0,60.3095
49466,319861.0,6397922.0,59.5523
49467,319859.0,6397920.0,58.7952
49468,319857.0,6397918.0,58.038
49469,319870.0,6397913.0,60.5637
49470,319866.0,6397913.0,59.6576
49471,319871.0,6397908.0,60.371
49472,319862.0,6397913.0,58.7514
49473,319867.0,6397908.0,59.4649
49474,319872.0,6397903.0,60.1783
49475,319869.0,6397958.0,60.8667
49476,319869.0,6397966.0,61.1104
49477,319865.0,6397958.0,60.7339
49478,319869.0,6397974.0,61.3542
49479,319865.0,6397966.0,60.9777
49480,319861.0,6397958.0,60.6012
49481,319881.0,6398006.0,59.2946
49482,319874.0,6398004.0,59.5692
49483,319878.0,6398000.0,59.8704
49484,319867.0,6398002.0,59.8438
49485,319871.0,6397998.0,60.145
49486,319875.0,6397994.0,60.4462
49487,319860.0,6398000.0,60.1184
49488,319864.0,6397996.0,60.4196
49489,319868.0,6397992.0,60.7208
49490,319872.0,6397988.0,61.0221
49491,319872.0,6398012.0,59.196
49492,319868.0,6398008.0,59.5034
49493,319875.0,6398010.0,59.2288
49494,319864.0,6398004.0,59.8109
49495,319871.0,6398006.0,59.5363
49496,319878.0,6398008.0,59.2617
49497,319880.0,6398082.0,58.6094
49498,319869.0,6398082.0,58.9896
49499,319891.0,6398086.0,58.2287
49500,319880.0,6398086.0,58.609
49501,319869.0,6398086.0,58.9892
49502,319902.0,6398090.0,57.8481
49503,319891.0,6398090.0,58.2283
49504,319913.0,6398094.0,57.4675
49505,319902.0,6398094.0,57.8477
49506,319891.0,6398094.0,58.228
49507,319880.0,6398094.0,58.6082
49508,319880.0,6398090.0,58.6086
49509,319869.0,6398094.0,58.9884
49510,319869.0,6398090.0,58.9888
49511,319865.0,6398090.0,58.9829
49512,319865.0,6398094.0,58.9825
49513,319865.0,6398098.0,58.9821
49514,319861.0,6398102.0,58.9758
49515,319857.0,6398106.0,58.9695
49516,319861.0,6398098.0,58.9762
49517,319871.5,6398098.0,58.5266
49518,319869.0,6398097.0,58.9744
49519,319874.0,6398102.0,58.0647
49520,319871.5,6398101.0,58.5125
49521,319869.0,6398100.0,58.9604
49522,319876.5,6398106.0,57.6028
49523,319874.0,6398105.0,58.0506
49524,319879.0,6398110.0,57.1409
49525,319876.5,6398109.0,57.5888
49526,319874.0,6398108.0,58.0366
49527,319871.5,6398107.0,58.4845
49528,319871.5,6398104.0,58.4985
49529,319869.0,6398106.0,58.9323
49530,319869.0,6398103.0,58.9464
49531,319865.0,6398101.0,58.9681
49532,319865.0,6398104.0,58.9541
49533,319865.0,6398107.0,58.9401
49534,319861.0,6398108.0,58.9478
49535,319857.0,6398109.0,58.9555
49536,319861.0,6398105.0,58.9618
49537,319870.5,6398110.0,57.998
49538,319873.0,6398111.0,57.5502
49539,319872.0,6398114.0,57.0638
49540,319875.5,6398112.0,57.1023
49541,319878.0,6398113.0,56.6545
49542,319877.0,6398116.0,56.168
49543,319876.0,6398119.0,55.6816
49544,319874.5,6398115.0,56.6159
49545,319875.0,6398122.0,55.1952
49546,319873.5,6398118.0,56.1295
49547,319869.0,6398126.0,55.2565
49548,319869.0,6398121.0,56.1755
49549,319870.5,6398125.0,55.2412
49550,319869.0,6398116.0,57.0944
49551,319870.5,6398120.0,56.1601
49552,319872.0,6398124.0,55.2258
49553,319869.0,6398111.0,58.0134
49554,319870.5,6398115.0,57.0791
49555,319872.0,6398119.0,56.1448
49556,319873.5,6398123.0,55.2105
49557,319865.0,6398130.0,55.486
49558,319865.0,6398122.0,56.1832
49559,319861.0,6398134.0,55.7154
49560,319861.0,6398126.0,56.4126
49561,319861.0,6398118.0,57.1099
49562,319857.0,6398138.0,55.9449
49563,319857.0,6398130.0,56.6421
49564,319857.0,6398122.0,57.3393
49565,319857.0,6398114.0,58.0366
49566,319865.0,6398117.0,57.1021
49567,319861.0,6398113.0,58.0288
49568,319865.0,6398112.0,58.0211
49569,319877.0,6398166.0,56.159
49570,319873.0,6398158.0,56.1999
49571,319885.0,6398158.0,56.3072
49572,319869.0,6398150.0,56.2408
49573,319865.0,6398142.0,56.2816
49574,319877.0,6398142.0,56.3889
49575,319889.0,6398142.0,56.4963
49576,319881.0,6398150.0,56.3481
49577,319901.0,6398142.0,56.6036
49578,319893.0,6398150.0,56.4554
50764,319885.0,6397854.0,53.7254
50765,319883.0,6397857.5,54.0312
50766,319880.0,6397855.0,53.5164
50767,319881.0,6397861.0,54.337
50768,319878.0,6397858.5,53.8222
50769,319875.0,6397856.0,53.3074
50770,319879.0,6397864.5,54.6428
50771,319876.0,6397862.0,54.128
50772,319873.0,6397859.5,53.6132
50773,319870.0,6397857.0,53.0984
50774,319884.5,6397853.0,53.6715
50775,319879.5,6397854.0,53.4625
50776,319884.0,6397852.0,53.6176
50777,319874.5,6397855.0,53.2535
50778,319879.0,6397853.0,53.4086
50779,319883.5,6397851.0,53.5637
50780,319887.0,6397854.0,53.7667
50781,319886.5,6397853.0,53.7128
50782,319889.0,6397854.0,53.8081
50783,319886.0,6397852.0,53.659
50784,319885.5,6397851.0,53.6051
50785,319888.0,6397852.0,53.7003
50786,319890.5,6397853.0,53.7956
50787,319888.5,6397853.0,53.7542
50788,319893.0,6397854.0,53.8908
50789,319891.0,6397854.0,53.8494
50790,319886.0,6397856.0,53.8277
50791,319888.0,6397856.0,53.8691
50792,319887.0,6397858.0,53.9301
50793,319890.0,6397856.0,53.9105
50794,319892.0,6397856.0,53.9518
50795,319891.0,6397858.0,54.0128
50796,319890.0,6397860.0,54.0738
50797,319889.0,6397858.0,53.9715
50798,319889.0,6397862.0,54.1348
50799,319888.0,6397860.0,54.0325
50800,319885.0,6397856.0,53.7655
50801,319886.0,6397858.0,53.8679
50802,319885.0,6397858.0,53.8057
50803,319887.0,6397860.0,53.9703
50804,319888.0,6397862.0,54.0726
50805,319887.0,6397862.0,54.0104
50806,319886.0,6397862.0,53.9482
50807,319886.0,6397860.0,53.9081
50808,319885.0,6397862.0,53.886
50809,319885.0,6397860.0,53.8459
50810,319883.0,6397859.5,54.0713
50811,319883.0,6397861.5,54.1115
50812,319883.0,6397863.5,54.1517
50813,319881.0,6397865.0,54.4173
50814,319879.0,6397866.5,54.6829
50815,319881.0,6397863.0,54.3771
50816,319885.5,6397864.0,54.972
50817,319886.5,6397864.0,55.0342
50818,319886.0,6397866.0,56.058
50819,319887.5,6397864.0,55.0964
50820,319888.5,6397864.0,55.1586
50821,319888.0,6397866.0,56.1824
50822,319887.5,6397868.0,57.2062
50823,319887.0,6397866.0,56.1202
50824,319887.0,6397870.0,58.23
50825,319886.5,6397868.0,57.144
50826,319883.5,6397865.5,55.2376
50827,319884.0,6397867.5,56.3236
50828,319884.5,6397869.5,57.4096
50829,319882.0,6397869.0,56.5893
50830,319879.5,6397868.5,55.7689
50831,319881.5,6397867.0,55.5033
50832,319893.0,6397862.0,57.1433
50833,319895.5,6397863.5,57.8239
50834,319892.0,6397865.0,57.4676
50835,319898.0,6397865.0,58.5045
50836,319894.5,6397866.5,58.1483
50837,319891.0,6397868.0,57.792
50838,319900.5,6397866.5,59.1852
50839,319897.0,6397868.0,58.8289
50840,319903.0,6397868.0,59.8658
50841,319899.5,6397869.5,59.5095
50842,319896.0,6397871.0,59.1532
50843,319892.5,6397872.5,58.797
50844,319893.5,6397869.5,58.4726
50845,319889.0,6397874.0,58.4407
50846,319890.0,6397871.0,58.1163
50847,319891.5,6397864.0,57.415
50848,319890.5,6397867.0,57.7393
50849,319890.0,6397866.0,57.6866
50850,319889.5,6397870.0,58.0636
50851,319888.5,6397873.0,58.388
50852,319888.0,6397872.0,58.3353
50853,319887.5,6397871.0,58.2827
50854,319889.0,6397869.0,58.011
50855,319888.5,6397868.0,57.9583
50856,319892.0,6397862.0,56.3912
50857,319890.5,6397864.0,56.6628
50858,319891.0,6397862.0,55.6391
50859,319889.0,6397866.0,56.9345
50860,319889.5,6397864.0,55.9107
50861,319890.0,6397862.0,54.8869
50862,319893.0,6397860.0,56.3302
50863,319892.0,6397860.0,55.578
50864,319893.0,6397858.0,55.517
50865,319891.0,6397860.0,54.8259
50866,319892.0,6397858.0,54.7649
50867,319893.0,6397856.0,54.7039
50868,319894.0,6397860.0,56.9278
50869,319894.0,6397858.0,56.1147
50870,319895.0,6397858.0,56.7123
50871,319894.0,6397856.0,55.3016
50872,319894.0,6397854.0,54.4884
50873,319895.0,6397854.0,55.0861
50874,319896.0,6397854.0,55.6837
50875,319895.0,6397856.0,55.8992
50876,319897.0,6397854.0,56.2813
50877,319896.0,6397856.0,56.4968
50878,319896.5,6397861.5,57.6084
50879,319897.5,6397859.5,57.3929
50880,319898.5,6397857.5,57.1774
50881,319900.0,6397861.0,58.0736
50882,319901.5,6397864.5,58.9697
50883,319899.0,6397863.0,58.2891
50884,319891.5,6397851.0,53.5226
50890,319895.0,6397852.0,54.2964
50896,319896.0,6397852.0,54.894
50900,319898.0,6397852.0,56.0892
50901,319897.0,6397852.0,55.4916
50902,319899.0,6397854.0,56.3437
50903,319901.0,6397854.0,56.4061
50904,319900.5,6397857.5,57.2398
50905,319903.0,6397854.0,56.4684
50906,319902.5,6397857.5,57.3022
50907,319905.0,6397854.0,56.5308
50908,319904.5,6397857.5,57.3646
50909,319904.0,6397861.0,58.1983
50910,319903.5,6397864.5,59.0321
50911,319902.0,6397861.0,58.1359
50912,319900.0,6397852.0,56.1516
50916,319904.0,6397852.0,56.2764
50917,319902.0,6397852.0,56.214
50918,319901.0,6397878.0,60.3156
50919,319899.0,6397879.0,60.0106
50920,319898.0,6397877.0,59.8469
50921,319897.0,6397880.0,59.7057
50922,319896.0,6397878.0,59.5419
50923,319895.0,6397876.0,59.3782
50924,319895.0,6397881.0,59.4007
50925,319894.0,6397879.0,59.2369
50926,319892.0,6397880.0,58.9319
50927,319891.0,6397878.0,58.7682
50928,319890.0,6397876.0,58.6044
50929,319893.0,6397877.0,59.0732
50930,319892.0,6397875.0,58.9094
50931,319888.0,6397879.0,58.8546
50932,319884.0,6397878.0,58.7774
50933,319880.0,6397877.0,58.7001
50934,319883.0,6397876.0,58.6136
50935,319886.0,6397875.0,58.5271
50936,319887.0,6397877.0,58.6909
50937,319885.5,6397874.0,58.4745
50938,319882.5,6397875.0,58.561
50939,319879.5,6397876.0,58.6474
50940,319882.0,6397874.0,58.5083
50941,319884.5,6397872.0,58.3691
50942,319885.0,6397873.0,58.4218
50943,319882.0,6397871.5,57.5488
50944,319879.5,6397873.5,57.6879
50945,319879.5,6397871.0,56.7284
50946,319889.0,6397926.0,60.4402
50947,319884.0,6397932.0,60.4859
