319890.500000,6398187.500000,48.952283
319890.500000,6398190.000000,48.816530
319893.000000,6398180.000000,NaN
319893.000000,6398182.500000,NaN
319893.000000,6398185.000000,48.719798
319893.000000,6398187.500000,49.060224
319893.000000,6398190.000000,48.931052
319895.500000,6398175.000000,NaN
319895.500000,6398177.500000,NaN
319895.500000,6398180.000000,NaN
319895.500000,6398182.500000,NaN
319895.500000,6398185.000000,48.876597
319895.500000,6398187.500000,49.088745
319895.500000,6398190.000000,49.031561
319898.000000,6398170.000000,NaN
319898.000000,6398172.500000,NaN
319898.000000,6398175.000000,NaN
319898.000000,6398177.500000,NaN
319898.000000,6398180.000000,NaN
319898.000000,6398182.500000,NaN
319898.000000,6398185.000000,NaN
319898.000000,6398187.500000,48.980239
319898.000000,6398190.000000,48.996555
319898.000000,6398192.500000,49.059413
319900.500000,6398162.500000,NaN
319900.500000,6398165.000000,NaN
319900.500000,6398167.500000,NaN
319900.500000,6398170.000000,NaN
319900.500000,6398172.500000,NaN
319900.500000,6398175.000000,NaN
319900.500000,6398177.500000,NaN
319900.500000,6398180.000000,NaN
319900.500000,6398182.500000,NaN
319900.500000,6398185.000000,NaN
319900.500000,6398187.500000,49.130779
319900.500000,6398190.000000,49.063701
319900.500000,6398192.500000,49.003106
319903.000000,6398157.500000,NaN
319903.000000,6398160.000000,NaN
319903.000000,6398162.500000,NaN
319903.000000,6398165.000000,NaN
319903.000000,6398167.500000,NaN
319903.000000,6398170.000000,NaN
319903.000000,6398172.500000,NaN
319903.000000,6398175.000000,NaN
319903.000000,6398177.500000,NaN
319903.000000,6398180.000000,NaN
319903.000000,6398182.500000,NaN
319903.000000,6398185.000000,NaN
319903.000000,6398187.500000,49.310617
319903.000000,6398190.000000,48.932282
319903.000000,6398192.500000,49.002689
319903.000000,6398195.000000,49.158309
319905.500000,6398152.500000,NaN
319905.500000,6398155.000000,NaN
319905.500000,6398157.500000,NaN
319905.500000,6398160.000000,NaN
319905.500000,6398162.500000,NaN
319905.500000,6398165.000000,NaN
319905.500000,6398167.500000,NaN
319905.500000,6398170.000000,NaN
319905.500000,6398172.500000,NaN
319905.500000,6398175.000000,NaN
319905.500000,6398177.500000,NaN
319905.500000,6398180.000000,NaN
319905.500000,6398182.500000,NaN
319905.500000,6398185.000000,50.176209
319905.500000,6398187.500000,50.004748
319905.500000,6398190.000000,49.204846
319905.500000,6398192.500000,49.161518
319905.500000,6398195.000000,49.236994
319908.000000,6398145.000000,45.039485
319908.000000,6398147.500000,NaN
319908.000000,6398150.000000,NaN
319908.000000,6398152.500000,NaN
319908.000000,6398155.000000,NaN
319908.000000,6398157.500000,NaN
319908.000000,6398160.000000,NaN
319908.000000,6398162.500000,NaN
319908.000000,6398165.000000,NaN
319908.000000,6398167.500000,NaN
319908.000000,6398170.000000,NaN
319908.000000,6398172.500000,NaN
319908.000000,6398175.000000,NaN
319908.000000,6398177.500000,NaN
319908.000000,6398180.000000,50.218559
319908.000000,6398182.500000,50.108388
319908.000000,6398185.000000,50.169246
319908.000000,6398187.500000,49.951678
319908.000000,6398190.000000,49.641876
319908.000000,6398192.500000,49.534298
319908.000000,6398195.000000,49.574964
319908.000000,6398197.500000,49.676546
319910.500000,6398140.000000,NaN
319910.500000,6398142.500000,NaN
319910.500000,6398145.000000,NaN
319910.500000,6398147.500000,NaN
319910.500000,6398150.000000,NaN
319910.500000,6398152.500000,NaN
319910.500000,6398155.000000,NaN
319910.500000,6398157.500000,NaN
319910.500000,6398160.000000,NaN
319910.500000,6398162.500000,NaN
319910.500000,6398165.000000,NaN
319910.500000,6398167.500000,NaN
319910.500000,6398170.000000,NaN
319910.500000,6398172.500000,NaN
319910.500000,6398175.000000,50.140949
319910.500000,6398177.500000,50.107566
319910.500000,6398180.000000,50.143105
319910.500000,6398182.500000,50.155839
319910.500000,6398185.000000,50.138568
319910.500000,6398187.500000,50.061361
319910.500000,6398190.000000,49.975960
319910.500000,6398192.500000,49.804930
319910.500000,6398195.000000,49.887019
319910.500000,6398197.500000,50.043243
319913.000000,6398135.000000,NaN
319913.000000,6398137.500000,NaN
319913.000000,6398140.000000,NaN
319913.000000,6398142.500000,NaN
319913.000000,6398145.000000,NaN
319913.000000,6398147.500000,NaN
319913.000000,6398150.000000,NaN
319913.000000,6398152.500000,NaN
319913.000000,6398155.000000,NaN
319913.000000,6398157.500000,NaN
319913.000000,6398160.000000,NaN
319913.000000,6398162.500000,NaN
319913.000000,6398165.000000,NaN
319913.000000,6398167.500000,NaN
319913.000000,6398170.000000,NaN
319913.000000,6398172.500000,50.439768
319913.000000,6398175.000000,50.009670
319913.000000,6398177.500000,49.947082
319913.000000,6398180.000000,50.153788
319913.000000,6398182.500000,50.083886
319913.000000,6398185.000000,50.161900
319913.000000,6398187.500000,50.201126
319913.000000,6398190.000000,50.358606
319913.000000,6398192.500000,50.207121
319913.000000,6398195.000000,50.052960
319913.000000,6398197.500000,50.182843
319915.500000,6398127.500000,NaN
319915.500000,6398130.000000,NaN
319915.500000,6398132.500000,NaN
319915.500000,6398135.000000,NaN
319915.500000,6398137.500000,NaN
319915.500000,6398140.000000,NaN
319915.500000,6398142.500000,NaN
319915.500000,6398145.000000,NaN
319915.500000,6398147.500000,NaN
319915.500000,6398150.000000,NaN
