time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20051030:0210,0.0,0.0,0.0,0.0,0.0,2.45,1.24,0.0
20051030:0310,0.0,0.0,0.0,0.0,0.0,3.43,0.97,0.0
20051030:0410,0.0,0.0,0.0,0.0,0.0,4.67,0.76,0.0
20051030:0510,0.0,0.0,0.0,0.0,0.0,4.71,0.69,0.0
20051030:0610,180.14,161.06,51.9,1.99,8.57,4.3,0.9,0.0
20051030:0710,393.3,343.62,110.73,6.36,16.77,4.42,0.48,0.0
20051030:0810,459.25,419.06,118.54,10.37,23.36,6.19,0.55,0.0
20051030:0910,414.71,370.87,119.78,13.03,27.75,7.49,0.48,0.0
20051030:1010,304.83,263.34,109.79,14.23,29.42,8.55,0.76,0.0
20051030:1110,141.03,130.55,76.75,14.21,28.14,9.46,0.9,0.0
20051030:1210,55.05,0.0,77.58,2.93,24.08,9.91,0.97,0.0
20051030:1310,53.66,0.0,76.03,2.87,17.75,10.01,0.9,0.0
20051030:1410,40.37,0.0,60.51,2.28,9.74,9.76,0.83,0.0
20051030:1510,6.39,0.0,17.07,0.64,0.58,8.99,1.24,0.0
20051030:1610,0.0,0.0,0.0,0.0,0.0,7.62,1.03,0.0
20051030:1710,0.0,0.0,0.0,0.0,0.0,7.1,0.55,0.0
20051030:1810,0.0,0.0,0.0,0.0,0.0,5.29,1.03,0.0
20051030:1910,0.0,0.0,0.0,0.0,0.0,3.42,1.52,0.0
20051030:2010,0.0,0.0,0.0,0.0,0.0,2.29,1.79,0.0
20051030:2110,0.0,0.0,0.0,0.0,0.0,1.43,1.72,0.0
20051030:2210,0.0,0.0,0.0,0.0,0.0,0.74,1.66,0.0
20051030:2310,0.0,0.0,0.0,0.0,0.0,0.29,1.66,0.0
20051031:0010,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
20051031:0110,0.0,0.0,0.0,0.0,0.0,-0.26,1.66,0.0
20051031:0210,0.0,0.0,0.0,0.0,0.0,-0.34,1.59,0.0
20051031:0310,0.0,0.0,0.0,0.0,0.0,-0.54,1.66,0.0
20051031:0410,0.0,0.0,0.0,0.0,0.0,-0.73,1.59,0.0
20051031:0510,0.0,0.0,0.0,0.0,0.0,-0.87,1.59,0.0
20051031:0610,93.13,72.84,43.23,1.52,8.31,-0.18,1.38,0.0
20051031:0710,212.83,127.17,120.05,4.74,16.49,2.59,0.41,0.0
20051031:0810,296.66,173.78,171.33,7.97,23.06,5.39,0.28,0.0
20051031:0910,305.16,163.15,194.97,10.22,27.43,6.68,0.48,0.0
20051031:1010,304.23,275.1,97.28,14.29,29.1,7.76,0.76,0.0
20051031:1110,139.76,125.11,79.24,13.94,27.82,8.23,0.97,0.0
20051031:1210,56.1,0.0,78.35,2.96,23.78,8.56,0.97,0.0
20051031:1310,62.84,0.0,86.11,3.25,17.47,8.84,0.9,0.0
20051031:1410,41.28,0.0,61.29,2.31,9.47,8.59,0.9,0.0
20051031:1510,4.94,0.0,14.74,0.56,0.33,7.63,0.83,0.0
20051031:1610,0.0,0.0,0.0,0.0,0.0,6.56,0.21,0.0
20051031:1710,0.0,0.0,0.0,0.0,0.0,4.96,0.62,0.0
20051031:1810,0.0,0.0,0.0,0.0,0.0,3.08,1.24,0.0
20051031:1910,0.0,0.0,0.0,0.0,0.0,2.75,1.38,0.0
20051031:2010,0.0,0.0,0.0,0.0,0.0,1.72,1.72,0.0
20051031:2110,0.0,0.0,0.0,0.0,0.0,1.25,1.59,0.0
20051031:2210,0.0,0.0,0.0,0.0,0.0,0.92,1.66,0.0
20051031:2310,0.0,0.0,0.0,0.0,0.0,0.59,1.59,0.0
20051101:0010,0.0,0.0,0.0,0.0,0.0,0.41,1.59,0.0
20051101:0110,0.0,0.0,0.0,0.0,0.0,0.24,1.59,0.0
20051101:0210,0.0,0.0,0.0,0.0,0.0,0.04,1.66,0.0
20051101:0310,0.0,0.0,0.0,0.0,0.0,-0.2,1.66,0.0
20051101:0410,0.0,0.0,0.0,0.0,0.0,-0.45,1.66,0.0
20051101:0510,0.0,0.0,0.0,0.0,0.0,-0.66,1.59,0.0
20051101:0610,205.25,189.3,45.9,1.9,8.06,-0.32,1.38,0.0
20051101:0710,398.95,355.96,100.58,6.15,16.21,2.96,0.76,0.0
20051101:0810,452.22,425.8,107.32,10.1,22.76,6.86,0.28,0.0
20051101:0910,397.89,355.44,116.49,12.48,27.12,8.65,0.76,0.0
20051101:1010,299.07,291.28,79.49,14.35,28.77,9.68,0.9,0.0
20051101:1110,124.46,139.96,53.84,14.32,27.5,10.25,0.9,0.0
20051101:1210,44.84,0.0,65.94,2.49,23.48,10.53,0.83,0.0
20051101:1310,40.22,0.0,60.51,2.28,17.19,10.51,0.83,0.0
20051101:1410,26.76,0.0,44.22,1.67,9.21,10.05,0.9,0.0
20051101:1510,3.04,0.0,11.64,0.44,0.09,8.91,1.1,0.0
20051101:1610,0.0,0.0,0.0,0.0,0.0,6.82,1.52,0.0
20051101:1710,0.0,0.0,0.0,0.0,0.0,4.37,1.52,0.0
20051101:1810,0.0,0.0,0.0,0.0,0.0,2.94,1.86,0.0
20051101:1910,0.0,0.0,0.0,0.0,0.0,2.65,1.66,0.0
20051101:2010,0.0,0.0,0.0,0.0,0.0,2.15,1.79,0.0
20051101:2110,0.0,0.0,0.0,0.0,0.0,1.75,1.79,0.0
20051101:2210,0.0,0.0,0.0,0.0,0.0,1.44,1.79,0.0
20051101:2310,0.0,0.0,0.0,0.0,0.0,1.23,1.72,0.0
20051102:0010,0.0,0.0,0.0,0.0,0.0,1.42,1.79,0.0
20051102:0110,0.0,0.0,0.0,0.0,0.0,1.52,1.86,0.0
20051102:0210,0.0,0.0,0.0,0.0,0.0,1.43,1.93,0.0
20051102:0310,0.0,0.0,0.0,0.0,0.0,1.01,2.0,0.0
20051102:0410,0.0,0.0,0.0,0.0,0.0,0.33,1.86,0.0
20051102:0510,0.0,0.0,0.0,0.0,0.0,-0.19,1.72,0.0
20051102:0610,187.97,173.91,43.15,1.76,7.8,-0.01,1.45,0.0
20051102:0710,414.4,382.39,93.61,6.21,15.93,3.52,0.76,0.0
20051102:0810,455.68,439.88,101.05,10.13,22.46,7.88,0.21,0.0
20051102:0910,400.84,373.58,105.83,12.59,26.8,9.98,0.69,0.0
20051102:1010,297.84,300.19,72.31,14.47,28.45,10.96,0.97,0.0
20051102:1110,121.44,135.57,55.27,14.12,27.19,11.52,1.1,0.0
20051102:1210,47.21,0.0,69.04,2.61,23.18,11.82,1.03,0.0
20051102:1310,41.26,0.0,62.06,2.34,16.91,11.83,0.83,0.0
20051102:1410,33.55,0.0,52.75,1.99,8.96,11.45,0.83,0.0
20051102:1510,0.0,0.0,0.0,0.0,-0.15,10.35,1.1,0.0
20051102:1610,0.0,0.0,0.0,0.0,0.0,8.97,0.83,0.0
20051102:1710,0.0,0.0,0.0,0.0,0.0,7.41,1.03,0.0
20051102:1810,0.0,0.0,0.0,0.0,0.0,5.08,1.45,0.0
20051102:1910,0.0,0.0,0.0,0.0,0.0,3.86,1.86,0.0
20051102:2010,0.0,0.0,0.0,0.0,0.0,3.17,1.86,0.0
20051102:2110,0.0,0.0,0.0,0.0,0.0,3.08,2.0,0.0
20051102:2210,0.0,0.0,0.0,0.0,0.0,2.84,2.0,0.0
20051102:2310,0.0,0.0,0.0,0.0,0.0,2.55,2.0,0.0
20051103:0010,0.0,0.0,0.0,0.0,0.0,2.41,2.07,0.0
20051103:0110,0.0,0.0,0.0,0.0,0.0,2.36,2.14,0.0
20051103:0210,0.0,0.0,0.0,0.0,0.0,2.29,2.07,0.0
20051103:0310,0.0,0.0,0.0,0.0,0.0,2.06,1.93,0.0
20051103:0410,0.0,0.0,0.0,0.0,0.0,2.05,1.79,0.0
20051103:0510,0.0,0.0,0.0,0.0,0.0,1.71,1.93,0.0
20051103:0610,124.37,110.4,40.15,1.46,7.54,1.81,1.72,0.0
20051103:0710,379.75,333.62,101.11,5.83,15.66,3.76,1.1,0.0
20051103:0810,425.55,382.04,119.03,9.55,22.17,7.73,0.55,0.0
20051103:0910,396.29,365.9,107.97,12.42,26.49,9.19,0.41,0.0
20051103:1010,291.81,282.78,81.35,14.06,28.14,10.16,0.83,0.0
20051103:1110,122.43,124.77,64.58,13.65,26.88,10.8,0.9,0.0
20051103:1210,48.7,0.0,70.6,2.67,22.89,11.04,0.76,0.0
20051103:1310,42.04,0.0,62.84,2.37,16.64,11.2,0.69,0.0
20051103:1410,27.93,0.0,45.77,1.73,8.71,10.71,1.03,0.0
20051103:1510,0.0,0.0,0.0,0.0,-0.39,9.62,1.52,0.0
20051103:1610,0.0,0.0,0.0,0.0,0.0,7.98,1.38,0.0
20051103:1710,0.0,0.0,0.0,0.0,0.0,6.19,1.59,0.0
20051103:1810,0.0,0.0,0.0,0.0,0.0,4.56,2.0,0.0
20051103:1910,0.0,0.0,0.0,0.0,0.0,2.88,1.79,0.0
20051103:2010,0.0,0.0,0.0,0.0,0.0,1.86,1.72,0.0
20051103:2110,0.0,0.0,0.0,0.0,0.0,1.23,1.72,0.0
20051103:2210,0.0,0.0,0.0,0.0,0.0,0.81,1.66,0.0
20051103:2310,0.0,0.0,0.0,0.0,0.0,0.48,1.66,0.0
20051104:0010,0.0,0.0,0.0,0.0,0.0,0.28,1.72,0.0
20051104:0110,0.0,0.0,0.0,0.0,0.0,0.14,1.79,0.0
20051104:0210,0.0,0.0,0.0,0.0,0.0,0.08,1.86,0.0
20051104:0310,0.0,0.0,0.0,0.0,0.0,0.05,1.79,0.0
20051104:0410,0.0,0.0,0.0,0.0,0.0,-0.23,1.66,0.0
20051104:0510,0.0,0.0,0.0,0.0,0.0,-0.5,1.72,0.0
20051104:0610,152.83,140.63,38.89,1.49,7.29,-0.18,1.72,0.0
20051104:0710,401.89,363.03,93.21,5.89,15.39,2.47,1.45,0.0
20051104:0810,455.22,430.74,101.55,9.87,21.87,6.61,0.9,0.0
20051104:0910,389.52,357.07,111.13,12.24,26.19,9.48,0.14,0.0
20051104:1010,289.4,288.83,75.96,14.12,27.83,11.07,0.48,0.0
20051104:1110,120.64,120.94,66.69,13.5,26.57,11.67,0.83,0.0
20051104:1210,49.16,0.0,71.37,2.69,22.6,11.79,0.48,0.0
20051104:1310,44.52,0.0,65.94,2.49,16.37,11.68,0.07,0.0
20051104:1410,29.1,0.0,47.32,1.79,8.46,11.21,0.28,0.0
20051104:1510,0.0,0.0,0.0,0.0,-0.61,9.58,1.17,0.0
20051104:1610,0.0,0.0,0.0,0.0,0.0,7.08,2.21,0.0
20051104:1710,0.0,0.0,0.0,0.0,0.0,4.38,2.14,0.0
20051104:1810,0.0,0.0,0.0,0.0,0.0,2.45,1.93,0.0
20051104:1910,0.0,0.0,0.0,0.0,0.0,2.64,1.86,0.0
20051104:2010,0.0,0.0,0.0,0.0,0.0,2.1,1.93,0.0
20051104:2110,0.0,0.0,0.0,0.0,0.0,1.7,1.93,0.0
20051104:2210,0.0,0.0,0.0,0.0,0.0,1.34,1.93,0.0
20051104:2310,0.0,0.0,0.0,0.0,0.0,1.24,1.86,0.0
20051105:0010,0.0,0.0,0.0,0.0,0.0,1.29,2.0,0.0
20051105:0110,0.0,0.0,0.0,0.0,0.0,0.81,1.93,0.0
20051105:0210,0.0,0.0,0.0,0.0,0.0,0.47,1.86,0.0
20051105:0310,0.0,0.0,0.0,0.0,0.0,0.44,1.86,0.0
20051105:0410,0.0,0.0,0.0,0.0,0.0,0.84,2.07,0.0
20051105:0510,0.0,0.0,0.0,0.0,0.0,1.28,2.21,0.0
20051105:0610,131.63,122.55,35.75,1.35,7.04,1.94,2.21,0.0
20051105:0710,383.83,344.02,95.01,5.68,15.12,4.77,1.86,0.0
20051105:0810,443.81,417.0,103.76,9.64,21.59,8.53,1.38,0.0
20051105:0910,384.55,351.62,110.13,12.04,25.88,11.45,1.1,0.0
20051105:1010,278.97,268.52,85.97,13.62,27.52,13.22,0.76,0.0
20051105:1110,117.87,115.18,70.0,13.21,26.27,14.06,0.69,0.0
20051105:1210,51.24,0.0,74.47,2.81,22.32,14.19,0.9,0.0
20051105:1310,45.4,0.0,67.49,2.55,16.11,13.91,0.97,0.0
20051105:1410,24.47,0.0,41.89,1.58,8.22,13.18,0.83,0.0
20051105:1510,0.0,0.0,0.0,0.0,-0.84,11.11,0.97,0.0
20051105:1610,0.0,0.0,0.0,0.0,0.0,8.2,1.52,0.0
20051105:1710,0.0,0.0,0.0,0.0,0.0,6.16,2.0,0.0
20051105:1810,0.0,0.0,0.0,0.0,0.0,4.84,2.21,0.0
20051105:1910,0.0,0.0,0.0,0.0,0.0,4.05,1.93,0.0
20051105:2010,0.0,0.0,0.0,0.0,0.0,3.36,1.93,0.0
20051105:2110,0.0,0.0,0.0,0.0,0.0,2.81,1.93,0.0
20051105:2210,0.0,0.0,0.0,0.0,0.0,2.52,2.0,0.0
20051105:2310,0.0,0.0,0.0,0.0,0.0,2.49,1.79,0.0
20051106:0010,0.0,0.0,0.0,0.0,0.0,2.3,1.72,0.0
20051106:0110,0.0,0.0,0.0,0.0,0.0,2.21,1.79,0.0
20051106:0210,0.0,0.0,0.0,0.0,0.0,2.03,1.86,0.0
20051106:0310,0.0,0.0,0.0,0.0,0.0,1.79,1.86,0.0
20051106:0410,0.0,0.0,0.0,0.0,0.0,1.73,1.79,0.0
20051106:0510,0.0,0.0,0.0,0.0,0.0,1.76,1.79,0.0
20051106:0610,0.62,0.0,6.82,0.23,6.78,2.01,1.66,0.0
20051106:0710,82.91,26.18,80.85,2.9,14.85,4.54,1.31,0.0
20051106:0810,162.0,53.52,143.28,5.51,21.3,8.71,0.97,0.0
20051106:0910,267.77,138.24,183.02,9.17,25.58,11.06,0.9,0.0
20051106:1010,255.21,168.9,150.19,11.75,27.22,12.53,0.83,0.0
20051106:1110,144.14,69.24,131.9,11.31,25.98,13.14,0.62,0.0
20051106:1210,106.24,0.0,137.31,5.18,22.04,13.4,0.62,0.0
20051106:1310,78.35,0.0,105.5,3.98,15.86,13.26,0.76,0.0
20051106:1410,31.45,0.0,50.43,1.9,7.99,12.58,0.9,0.0
20051106:1510,0.0,0.0,0.0,0.0,-1.05,10.98,0.9,0.0
20051106:1610,0.0,0.0,0.0,0.0,0.0,8.95,1.1,0.0
20051106:1710,0.0,0.0,0.0,0.0,0.0,7.13,1.38,0.0
20051106:1810,0.0,0.0,0.0,0.0,0.0,5.81,1.59,0.0
20051106:1910,0.0,0.0,0.0,0.0,0.0,5.51,1.59,0.0
20051106:2010,0.0,0.0,0.0,0.0,0.0,5.5,1.79,0.0
20051106:2110,0.0,0.0,0.0,0.0,0.0,5.42,1.93,0.0
20051106:2210,0.0,0.0,0.0,0.0,0.0,5.31,1.86,0.0
20051106:2310,0.0,0.0,0.0,0.0,0.0,4.6,1.86,0.0
20051107:0010,0.0,0.0,0.0,0.0,0.0,4.0,1.93,0.0
20051107:0110,0.0,0.0,0.0,0.0,0.0,3.5,1.93,0.0
20051107:0210,0.0,0.0,0.0,0.0,0.0,3.19,1.93,0.0
20051107:0310,0.0,0.0,0.0,0.0,0.0,2.99,1.93,0.0
20051107:0410,0.0,0.0,0.0,0.0,0.0,2.84,1.93,0.0
20051107:0510,0.0,0.0,0.0,0.0,0.0,2.72,1.93,0.0
20051107:0610,23.09,17.79,20.97,0.73,6.53,2.76,1.79,0.0
20051107:0710,75.09,21.2,77.29,2.75,14.58,4.59,1.1,0.0
20051107:0810,119.29,23.58,126.15,4.6,21.01,9.02,0.69,0.0
20051107:0910,129.7,12.62,150.89,5.45,25.29,11.97,0.69,0.0
20051107:1010,194.39,49.25,191.64,8.46,26.92,12.94,0.97,0.0
20051107:1110,157.7,32.02,173.44,9.17,25.69,13.38,1.1,0.0
20051107:1210,112.55,0.0,144.29,5.45,21.77,13.5,1.17,0.0
20051107:1310,83.16,0.0,110.94,4.19,15.61,13.32,1.1,0.0
20051107:1410,38.55,0.0,58.96,2.23,7.76,12.47,1.38,0.0
20051107:1510,0.0,0.0,0.0,0.0,-1.27,11.18,1.59,0.0
20051107:1610,0.0,0.0,0.0,0.0,0.0,9.77,1.52,0.0
20051107:1710,0.0,0.0,0.0,0.0,0.0,8.44,1.72,0.0
20051107:1810,0.0,0.0,0.0,0.0,0.0,7.31,1.72,0.0
20051107:1910,0.0,0.0,0.0,0.0,0.0,6.56,1.52,0.0
20051107:2010,0.0,0.0,0.0,0.0,0.0,5.5,1.59,0.0
20051107:2110,0.0,0.0,0.0,0.0,0.0,4.69,1.59,0.0
20051107:2210,0.0,0.0,0.0,0.0,0.0,4.19,1.59,0.0
20051107:2310,0.0,0.0,0.0,0.0,0.0,4.07,1.66,0.0
20051108:0010,0.0,0.0,0.0,0.0,0.0,4.0,1.66,0.0
20051108:0110,0.0,0.0,0.0,0.0,0.0,4.21,1.66,0.0
20051108:0210,0.0,0.0,0.0,0.0,0.0,4.42,1.66,0.0
20051108:0310,0.0,0.0,0.0,0.0,0.0,4.74,1.59,0.0
20051108:0410,0.0,0.0,0.0,0.0,0.0,4.69,1.66,0.0
20051108:0510,0.0,0.0,0.0,0.0,0.0,4.36,1.72,0.0
20051108:0610,6.06,0.0,16.29,0.62,6.29,4.28,1.72,0.0
20051108:0710,92.83,37.56,81.43,2.96,14.31,6.63,1.1,0.0
20051108:0810,195.15,88.19,147.57,6.0,20.73,9.86,0.41,0.0
20051108:0910,385.01,380.12,88.31,12.01,24.99,11.85,0.34,0.0
20051108:1010,244.73,156.77,151.11,11.28,26.62,13.12,0.69,0.0
20051108:1110,138.27,67.11,127.74,11.07,25.41,13.76,1.1,0.0
20051108:1210,102.73,0.0,133.43,5.04,21.5,14.04,1.38,0.0
20051108:1310,77.55,0.0,104.73,3.95,15.36,13.89,1.45,0.0
20051108:1410,37.15,0.0,57.41,2.17,7.54,13.05,1.38,0.0
20051108:1510,0.0,0.0,0.0,0.0,-1.47,11.56,1.59,0.0
20051108:1610,0.0,0.0,0.0,0.0,0.0,9.65,1.45,0.0
20051108:1710,0.0,0.0,0.0,0.0,0.0,8.15,1.38,0.0
20051108:1810,0.0,0.0,0.0,0.0,0.0,7.01,1.59,0.0
20051108:1910,0.0,0.0,0.0,0.0,0.0,6.14,1.86,0.0
20051108:2010,0.0,0.0,0.0,0.0,0.0,5.49,1.59,0.0
20051108:2110,0.0,0.0,0.0,0.0,0.0,4.77,1.59,0.0
20051108:2210,0.0,0.0,0.0,0.0,0.0,4.01,1.59,0.0
20051108:2310,0.0,0.0,0.0,0.0,0.0,3.53,1.66,0.0
20051109:0010,0.0,0.0,0.0,0.0,0.0,3.34,1.66,0.0
20051109:0110,0.0,0.0,0.0,0.0,0.0,3.08,1.72,0.0
20051109:0210,0.0,0.0,0.0,0.0,0.0,2.89,1.79,0.0
20051109:0310,0.0,0.0,0.0,0.0,0.0,2.68,1.86,0.0
20051109:0410,0.0,0.0,0.0,0.0,0.0,2.54,1.86,0.0
20051109:0510,0.0,0.0,0.0,0.0,0.0,2.35,1.93,0.0
20051109:0610,5.11,0.0,14.74,0.56,6.04,2.33,1.86,0.0
20051109:0710,165.24,100.51,96.14,3.69,14.05,4.41,1.24,0.0
20051109:0810,357.59,288.68,133.76,8.17,20.46,8.88,0.62,0.0
20051109:0910,258.33,135.35,176.84,8.85,24.71,11.46,0.48,0.0
20051109:1010,253.98,193.83,127.49,11.95,26.33,12.49,0.55,0.0
20051109:1110,137.14,65.27,127.81,10.95,25.13,12.91,0.55,0.0
20051109:1210,50.12,0.0,72.92,2.75,21.24,13.3,0.62,0.0
20051109:1310,31.35,0.0,50.43,1.9,15.13,13.17,0.76,0.0
20051109:1410,19.68,0.0,35.69,1.35,7.32,12.54,1.03,0.0
20051109:1510,0.0,0.0,0.0,0.0,0.0,10.89,1.31,0.0
20051109:1610,0.0,0.0,0.0,0.0,0.0,8.52,1.38,0.0
20051109:1710,0.0,0.0,0.0,0.0,0.0,6.99,1.52,0.0
20051109:1810,0.0,0.0,0.0,0.0,0.0,5.6,1.72,0.0
20051109:1910,0.0,0.0,0.0,0.0,0.0,4.49,2.0,0.0
20051109:2010,0.0,0.0,0.0,0.0,0.0,3.48,1.93,0.0
20051109:2110,0.0,0.0,0.0,0.0,0.0,2.79,1.86,0.0
20051109:2210,0.0,0.0,0.0,0.0,0.0,2.36,1.79,0.0
20051109:2310,0.0,0.0,0.0,0.0,0.0,2.19,1.79,0.0
20051110:0010,0.0,0.0,0.0,0.0,0.0,2.63,1.86,0.0
20051110:0110,0.0,0.0,0.0,0.0,0.0,3.26,1.79,0.0
20051110:0210,0.0,0.0,0.0,0.0,0.0,3.42,1.79,0.0
20051110:0310,0.0,0.0,0.0,0.0,0.0,3.31,1.79,0.0
20051110:0410,0.0,0.0,0.0,0.0,0.0,3.5,1.72,0.0
20051110:0510,0.0,0.0,0.0,0.0,0.0,4.71,1.45,0.0
20051110:0610,4.01,0.0,13.19,0.5,5.79,6.62,0.97,0.0
20051110:0710,344.63,313.7,87.91,4.98,13.79,6.54,0.76,0.0
20051110:0810,399.12,364.77,107.62,8.61,20.18,7.76,0.21,0.0
20051110:0910,354.14,306.74,119.1,10.98,24.42,9.2,0.14,0.0
20051110:1010,264.02,247.99,86.43,12.74,26.05,10.19,0.55,0.0
20051110:1110,108.43,100.85,70.44,12.33,24.85,10.82,0.9,0.0
20051110:1210,44.74,0.0,65.94,2.49,20.99,11.0,0.97,0.0
20051110:1310,46.77,0.0,68.27,2.58,14.89,10.78,0.83,0.0
20051110:1410,23.01,0.0,39.56,1.49,7.11,10.01,0.55,0.0
20051110:1510,0.0,0.0,0.0,0.0,0.0,8.89,0.21,0.0
20051110:1610,0.0,0.0,0.0,0.0,0.0,7.25,0.62,0.0
20051110:1710,0.0,0.0,0.0,0.0,0.0,5.48,1.24,0.0
20051110:1810,0.0,0.0,0.0,0.0,0.0,3.7,1.38,0.0
20051110:1910,0.0,0.0,0.0,0.0,0.0,3.73,1.59,0.0
20051110:2010,0.0,0.0,0.0,0.0,0.0,4.86,1.24,0.0
20051110:2110,0.0,0.0,0.0,0.0,0.0,2.65,1.66,0.0
20051110:2210,0.0,0.0,0.0,0.0,0.0,1.79,1.45,0.0
20051110:2310,0.0,0.0,0.0,0.0,0.0,0.99,1.17,0.0
20051111:0010,0.0,0.0,0.0,0.0,0.0,1.55,1.45,0.0
20051111:0110,0.0,0.0,0.0,0.0,0.0,1.85,1.38,0.0
20051111:0210,0.0,0.0,0.0,0.0,0.0,2.21,1.24,0.0
20051111:0310,0.0,0.0,0.0,0.0,0.0,2.48,1.24,0.0
20051111:0410,0.0,0.0,0.0,0.0,0.0,2.79,1.17,0.0
20051111:0510,0.0,0.0,0.0,0.0,0.0,3.03,1.03,0.0
20051111:0610,0.69,0.0,6.98,0.26,5.55,3.15,0.62,0.0
20051111:0710,22.72,0.0,38.37,1.32,13.53,3.55,0.9,0.0
20051111:0810,48.1,0.0,68.22,2.34,19.91,4.16,0.9,0.0
20051111:0910,88.91,1.17,112.69,3.9,24.14,4.85,0.83,0.0
20051111:1010,48.56,0.0,69.07,2.37,25.77,5.32,0.69,0.0
20051111:1110,22.46,0.0,38.37,1.32,24.58,5.73,0.62,0.0
20051111:1210,20.37,0.0,35.69,1.35,20.74,5.99,0.62,0.0
20051111:1310,51.25,0.0,72.15,2.72,14.66,6.03,0.41,0.0
20051111:1410,32.51,0.0,50.43,1.9,6.9,5.84,0.28,0.0
20051111:1510,0.0,0.0,0.0,0.0,0.0,5.58,0.0,0.0
20051111:1610,0.0,0.0,0.0,0.0,0.0,5.29,0.14,0.0
20051111:1710,0.0,0.0,0.0,0.0,0.0,4.91,0.48,0.0
20051111:1810,0.0,0.0,0.0,0.0,0.0,4.41,0.76,0.0
20051111:1910,0.0,0.0,0.0,0.0,0.0,4.02,0.55,0.0
20051111:2010,0.0,0.0,0.0,0.0,0.0,3.76,0.55,0.0
20051111:2110,0.0,0.0,0.0,0.0,0.0,3.6,0.62,0.0
20051111:2210,0.0,0.0,0.0,0.0,0.0,3.66,0.76,0.0
20051111:2310,0.0,0.0,0.0,0.0,0.0,3.5,0.69,0.0
20051112:0010,0.0,0.0,0.0,0.0,0.0,3.27,0.55,0.0
20051112:0110,0.0,0.0,0.0,0.0,0.0,3.15,0.48,0.0
20051112:0210,0.0,0.0,0.0,0.0,0.0,2.69,0.69,0.0
20051112:0310,0.0,0.0,0.0,0.0,0.0,2.67,0.69,0.0
20051112:0410,0.0,0.0,0.0,0.0,0.0,2.8,0.76,0.0
20051112:0510,0.0,0.0,0.0,0.0,0.0,2.75,0.9,0.0
20051112:0610,1.45,0.0,8.53,0.32,5.31,2.73,0.97,0.0
20051112:0710,103.88,50.86,79.04,2.9,13.28,3.69,0.48,0.0
20051112:0810,128.34,34.93,122.42,4.57,19.64,4.85,0.28,0.0
20051112:0910,249.09,126.62,168.88,8.35,23.86,6.22,0.07,0.0
20051112:1010,249.45,199.21,111.8,11.6,25.49,7.08,0.28,0.0
20051112:1110,102.55,97.46,65.61,11.95,24.32,7.57,0.55,0.0
20051112:1210,48.76,0.0,69.82,2.64,20.49,8.02,0.76,0.0
20051112:1310,69.98,0.0,93.87,3.54,14.44,8.07,0.97,0.0
20051112:1410,21.43,0.0,37.24,1.41,6.7,7.68,1.17,0.0
20051112:1510,0.0,0.0,0.0,0.0,0.0,7.05,1.38,0.0
20051112:1610,0.0,0.0,0.0,0.0,0.0,5.86,1.31,0.0
20051112:1710,0.0,0.0,0.0,0.0,0.0,4.86,1.1,0.0
20051112:1810,0.0,0.0,0.0,0.0,0.0,3.59,1.1,0.0
20051112:1910,0.0,0.0,0.0,0.0,0.0,3.36,0.97,0.0
20051112:2010,0.0,0.0,0.0,0.0,0.0,2.7,0.97,0.0
20051112:2110,0.0,0.0,0.0,0.0,0.0,2.12,1.03,0.0
20051112:2210,0.0,0.0,0.0,0.0,0.0,1.78,1.03,0.0
20051112:2310,0.0,0.0,0.0,0.0,0.0,1.65,0.97,0.0
20051113:0010,0.0,0.0,0.0,0.0,0.0,1.66,0.97,0.0
20051113:0110,0.0,0.0,0.0,0.0,0.0,1.51,1.03,0.0
20051113:0210,0.0,0.0,0.0,0.0,0.0,1.37,0.9,0.0
20051113:0310,0.0,0.0,0.0,0.0,0.0,1.82,1.1,0.0
20051113:0410,0.0,0.0,0.0,0.0,0.0,2.33,1.24,0.0
20051113:0510,0.0,0.0,0.0,0.0,0.0,2.69,1.31,0.0
20051113:0610,0.04,0.0,5.43,0.21,5.07,2.86,1.31,0.0
20051113:0710,66.79,22.91,66.39,2.37,13.03,4.38,1.03,0.0
20051113:0810,147.4,51.03,127.4,4.89,19.38,5.56,0.9,0.0
20051113:0910,121.26,11.78,138.86,5.01,23.59,6.78,0.83,0.0
20051113:1010,106.23,2.23,132.26,4.63,25.22,7.46,0.69,0.0
20051113:1110,124.69,3.78,152.29,5.62,24.06,7.59,0.62,0.0
20051113:1210,55.6,0.0,77.58,2.93,20.25,7.73,0.55,0.0
20051113:1310,37.42,0.0,56.63,2.14,14.23,7.9,0.48,0.0
20051113:1410,23.93,0.0,40.34,1.52,6.5,7.52,0.48,0.0
20051113:1510,0.0,0.0,0.0,0.0,0.0,7.01,0.34,0.0
20051113:1610,0.0,0.0,0.0,0.0,0.0,6.88,0.21,0.0
20051113:1710,0.0,0.0,0.0,0.0,0.0,6.65,0.48,0.0
20051113:1810,0.0,0.0,0.0,0.0,0.0,5.7,0.83,0.0
20051113:1910,0.0,0.0,0.0,0.0,0.0,4.51,1.1,0.0
20051113:2010,0.0,0.0,0.0,0.0,0.0,4.07,1.17,0.0
20051113:2110,0.0,0.0,0.0,0.0,0.0,4.03,1.03,0.0
20051113:2210,0.0,0.0,0.0,0.0,0.0,3.76,1.03,0.0
